address,auction_date,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,surface_sqm,winner
MILANO VIA URUGUAY '9,27 Novembre 2025,AGGIUDICATA,171570.0,99340107,250900.0,187/25,esito-27novembre2025.pdf,86.0,S.Z.
SESTO SAN GIOVANNI VIA SAVONA '16,27 Novembre 2025,AGGIUDICATA,124823.0,99690132,165000.0,188/25,esito-27novembre2025.pdf,89.0,T.P.
MILANO VIA FILIPPO ABBIATI '2,6 Aprile 2023,AGGIUDICATA,78247.0,00340831,125228.0,027/23,esito-6aprile2023.pdf,,H.X.
MILANO VIA ANGELO INGANNI '64,6 Aprile 2023,AGGIUDICATA,108823.0,00433234,242250.0,028/23,esito-6aprile2023.pdf,,M.M.-.M.G.
MILANO VIA LORENTEGGIO '203,6 Aprile 2023,AGGIUDICATA,83520.0,00433846,165300.0,029/23,esito-6aprile2023.pdf,,G.G.G.G.
MILANO VIA MAC MAHON '119,6 Aprile 2023,AGGIUDICATA,76570.0,00440181,122270.0,030/23,esito-6aprile2023.pdf,,M.P.
MILANO VIA VAL SABBIA '6,6 Aprile 2023,AGGIUDICATA,98658.0,00510383,161300.0,031/23,esito-6aprile2023.pdf,,A.C.M.
MILANO VIA CONCILIO VATICANO II '4,6 Aprile 2023,AGGIUDICATA,93100.0,00620275,131000.0,032/23,esito-6aprile2023.pdf,,N.I.G.W.
MILANO VIA DEGLI ONTANI '32,6 Aprile 2023,AGGIUDICATA,119843.0,00650071,121155.63,033/23,esito-6aprile2023.pdf,,A.M.-.S.S.
MILANO VIA UGO BETTI '145,6 Aprile 2023,AGGIUDICATA,100249.0,00682044,193678.0,034/23,esito-6aprile2023.pdf,,T.E.
MILANO VIA ALESSANDRO LITTA MODIGNANI '93,6 Aprile 2023,AGGIUDICATA,110360.0,00690021,201600.0,035/23,esito-6aprile2023.pdf,,V.S.
CORSICO VIA EUGENIO CURIEL '12,6 Aprile 2023,AGGIUDICATA,106448.0,00740759,142760.0,036/23,esito-6aprile2023.pdf,,F.M.S.A.
CORSICO VIA BENVENUTO CELLINI '22,6 Aprile 2023,AGGIUDICATA,97200.0,00742163,165500.0,037/23,esito-6aprile2023.pdf,,M.K.M.S.
MILANO VIA ALEX VISCONTI '17,6 Aprile 2023,AGGIUDICATA,92768.0,01360038,131400.0,038/23,esito-6aprile2023.pdf,,H.Y.
LEGNANO VIA PADRE REGINALDO GIULIANI '40,6 Aprile 2023,ASTA DESERTA,49087.0,02070076,0.0,039/23,esito-6aprile2023.pdf,,
LEGNANO VIA BRENNERO '6,6 Aprile 2023,AGGIUDICATA,39971.0,02070155,43100.0,040/23,esito-6aprile2023.pdf,,N.I.
LEGNANO VIA GABRIO CASATI '5,6 Aprile 2023,ASTA DESERTA,76739.0,03230042,0.0,041/23,esito-6aprile2023.pdf,,
LEGNANO VIA CINQUE GIORNATE '10,6 Aprile 2023,ASTA DESERTA,60083.0,70000065,0.0,042/23,esito-6aprile2023.pdf,,
MILANO VIA LONGARONE '16,6 Aprile 2023,AGGIUDICATA,115519.0,70030137,182200.0,043/23,esito-6aprile2023.pdf,,Z.C.
LEGNANO VIA CINQUE GIORNATE '20,6 Aprile 2023,AGGIUDICATA,76997.0,70270015,77200.0,044/23,esito-6aprile2023.pdf,,A.E.M.K.
RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,AGGIUDICATA,106069.0,70370009,130000.0,045/23,esito-6aprile2023.pdf,,D.M.K.N.S.
RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,AGGIUDICATA,100776.0,70370010,120500.0,046/23,esito-6aprile2023.pdf,,H.M.A.M.A.
RHO VIA ANTONIO GRAMSCI '51,6 Aprile 2023,AGGIUDICATA,100776.0,70370021,101401.0,047/23,esito-6aprile2023.pdf,,M.S.
70592974 MILANO VIA RAFFAELLO GIOLLI '11,6 Aprile 2023,AGGIUDICATA,173049.0,70590974,311784.0,048/23,esito-6aprile2023.pdf,,M.C.
71035144 MILANO VIA VITERBO '51,6 Aprile 2023,AGGIUDICATA,155360.0,71030660,247000.0,049/23,esito-6aprile2023.pdf,,X.X.
71035483 MILANO VIA LUCCA '36,6 Aprile 2023,AGGIUDICATA,130520.0,71030922,235000.0,050/23,esito-6aprile2023.pdf,,Z.W.
71035746 MILANO VIA LUCCA '48,6 Aprile 2023,AGGIUDICATA,135520.0,71031143,263000.0,051/23,esito-6aprile2023.pdf,,N.F.
LOCATE DI TRIULZI VIA GIUSEPPE DI VITTORIO '19.G,6 Aprile 2023,AGGIUDICATA,105272.0,71190063,120100.0,052/23,esito-6aprile2023.pdf,,A.I.S.K.
SESTO SAN GIOVANNI VIA SAVONA '80,6 Aprile 2023,ASTA DESERTA,92625.0,99690030,0.0,053/23,esito-6aprile2023.pdf,,
MILANO VIA DOMENICO CUCCHIARI '12,12 Giugno 2025,AGGIUDICATA,178200.0,00080079,269000.0,071/25,esito-12giugno2025.pdf,60.0,F.C.
MILANO VIA GIOVANNI PASCOLI '2,12 Giugno 2025,AGGIUDICATA,133380.0,00160062,270100.0,072/25,esito-12giugno2025.pdf,54.0,U.G.
MILANO VIA GIOVANNI PASCOLI '4,12 Giugno 2025,AGGIUDICATA,69160.0,00160146,171800.0,073/25,esito-12giugno2025.pdf,28.0,D.F.-.M.
MILANO VIA BRAMANTINO '3,12 Giugno 2025,AGGIUDICATA,162563.0,00230131,244000.0,074/25,esito-12giugno2025.pdf,85.0,H.X.
MILANO VIA GASPARE ASELLI '6,12 Giugno 2025,AGGIUDICATA,142272.0,00280091,301000.0,075/25,esito-12giugno2025.pdf,64.0,A.F.
MILANO VIA ANGELO INGANNI '64,12 Giugno 2025,AGGIUDICATA,96000.0,00433344,173609.0,076/25,esito-12giugno2025.pdf,60.0,A.A.E.H.W.
MILANO VIA ANGELO INGANNI '64,12 Giugno 2025,AGGIUDICATA,86700.0,00433361,167220.0,077/25,esito-12giugno2025.pdf,51.0,M.G.M.
MILANO VIA COMASINA '57,12 Giugno 2025,AGGIUDICATA,112710.0,00510060,135000.0,078/25,esito-12giugno2025.pdf,68.0,N.W.R.
MILANO VIA CONCILIO VATICANO II '4,12 Giugno 2025,AGGIUDICATA,133875.0,00620256,161000.0,079/25,esito-12giugno2025.pdf,90.0,C.T.
MILANO VIA CONCILIO VATICANO II '1,12 Giugno 2025,AGGIUDICATA,108588.0,00621052,172000.0,080/25,esito-12giugno2025.pdf,73.0,A.T.F.K.M.
MILANO VIA DELLE BETULLE '23,12 Giugno 2025,AGGIUDICATA,136993.0,00652012,186120.0,081/25,esito-12giugno2025.pdf,87.0,A.S.A.W.
MILANO VIA MICHELE SAPONARO '24,12 Giugno 2025,AGGIUDICATA,174484.0,00666432,232000.0,082/25,esito-12giugno2025.pdf,119.0,K.Y.M.A.
MILANO VIA UGO BETTI '67,12 Giugno 2025,AGGIUDICATA,157658.0,00682955,234567.0,083/25,esito-12giugno2025.pdf,91.0,P.G.
MILANO VIA UGO BETTI '139,12 Giugno 2025,AGGIUDICATA,159390.0,00683156,245270.0,084/25,esito-12giugno2025.pdf,92.0,V.R.A.
MILANO VIA ALESSANDRO LITTA MODIGNANI '105,12 Giugno 2025,AGGIUDICATA,140888.0,00690370,195500.0,085/25,esito-12giugno2025.pdf,85.0,T.A.M.W.
MILANO VIA ARTURO GRAF '40,12 Giugno 2025,AGGIUDICATA,133875.0,00700304,201200.0,086/25,esito-12giugno2025.pdf,85.0,X.L.O.
MILANO VIA ARTURO GRAF '44,12 Giugno 2025,AGGIUDICATA,118125.0,00700406,166200.0,087/25,esito-12giugno2025.pdf,75.0,K.A.F.A.
MILANO VIA FILIPPO DE PISIS '39,12 Giugno 2025,AGGIUDICATA,133875.0,00700898,195199.0,088/25,esito-12giugno2025.pdf,85.0,Q.X.
MILANO VIA APPENNINI '25,12 Giugno 2025,AGGIUDICATA,180180.0,00720063,240800.0,089/25,esito-12giugno2025.pdf,104.0,W.T.
MILANO VIA APPENNINI '15,12 Giugno 2025,AGGIUDICATA,116078.0,00720132,173800.0,090/25,esito-12giugno2025.pdf,67.0,S.Y.
MILANO VIA ENRICO FALCK '41,12 Giugno 2025,AGGIUDICATA,117810.0,00720372,176809.3,091/25,esito-12giugno2025.pdf,68.0,G.I.
MILANO VIA FRANCESCO CILEA '22,12 Giugno 2025,AGGIUDICATA,145530.0,00720608,237000.0,092/25,esito-12giugno2025.pdf,84.0,W.T.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317,12 Giugno 2025,AGGIUDICATA,86620.0,02380065,120000.0,093/25,esito-12giugno2025.pdf,61.0,P.K.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '317,12 Giugno 2025,AGGIUDICATA,107920.0,02380068,157999.0,094/25,esito-12giugno2025.pdf,76.0,I.S.
CORMANO VIA LEONARDO DA VINCI '43,12 Giugno 2025,AGGIUDICATA,100152.0,70260021,151000.0,095/25,esito-12giugno2025.pdf,107.0,R.A.
70593015 MILANO VIA RAFFAELLO GIOLLI '22,12 Giugno 2025,AGGIUDICATA,225468.0,70591015,330200.0,096/25,esito-12giugno2025.pdf,111.0,H.Z.
LOCATE DI TRIULZI VIA GIUSEPPE DI VITTORIO '4.O,12 Giugno 2025,AGGIUDICATA,141522.0,71190120,175000.0,097/25,esito-12giugno2025.pdf,121.0,P.L.C.A.
SAN DONATO MILANE VIA FELICE MARITANO '14.B,12 Giugno 2025,AGGIUDICATA,145067.0,71220013,152320.0,098/25,esito-12giugno2025.pdf,102.0,C.A.
SAN DONATO MILANE VIA FELICE MARITANO '14.D,12 Giugno 2025,AGGIUDICATA,143645.0,71220031,177834.0,099/25,esito-12giugno2025.pdf,101.0,C.M.
SAN DONATO MILANE VIA FELICE MARITANO '12.A,12 Giugno 2025,AGGIUDICATA,167823.0,71220059,188890.0,100/25,esito-12giugno2025.pdf,118.0,A.R.
MILANO VIA DESSIE' '15,12 Giugno 2025,AGGIUDICATA,98753.0,93240042,175000.0,102/25,esito-12giugno2025.pdf,55.0,G.A.
MILANO VIA HARAR '3,12 Giugno 2025,AGGIUDICATA,164430.0,93250042,278600.0,103/25,esito-12giugno2025.pdf,87.0,A.D.
MILANO VIA VALDAGNO '3,12 Giugno 2025,AGGIUDICATA,176400.0,95030072,185700.0,104/25,esito-12giugno2025.pdf,90.0,H.M.
MILANO VIA VAL LAGARINA '91,12 Giugno 2025,AGGIUDICATA,163800.0,96120327,195200.0,105/25,esito-12giugno2025.pdf,117.0,K.N.M.A.
MILANO VIA GIOVANNI PASCOLI '2,11 Aprile 2024,AGGIUDICATA,138240.0,00160082,320118.9,028/24,esito-11aprile2024.pdf,64.0,S.V.
MILANO VIA GIOVANNI PASCOLI '4,11 Aprile 2024,AGGIUDICATA,138240.0,00160162,340608.0,029/24,esito-11aprile2024.pdf,64.0,C.G.P.-.P.F.
MILANO VIA MAC MAHON '111,11 Aprile 2024,AGGIUDICATA,124313.0,00230037,224100.0,030/24,esito-11aprile2024.pdf,78.0,I.S.
MILANO VIA BRAMANTINO '9,11 Aprile 2024,ASTA DESERTA,106781.0,00230267,0.0,031/24,esito-11aprile2024.pdf,67.0,
MILANO VIA GASPARE ASELLI '14,11 Aprile 2024,AGGIUDICATA,98496.0,00280309,231666.0,032/24,esito-11aprile2024.pdf,48.0,T.M.-.M.T.
MILANO VIA ILLIRICO '1,11 Aprile 2024,AGGIUDICATA,65892.0,00410475,137860.0,033/24,esito-11aprile2024.pdf,34.0,X.Y.
MILANO VIA CHIARI '3,11 Aprile 2024,AGGIUDICATA,146625.0,00460170,189000.0,034/24,esito-11aprile2024.pdf,92.0,C.Z.
MILANO VIA MEDEGHINO '24,11 Aprile 2024,AGGIUDICATA,149175.0,00480055,250199.0,035/24,esito-11aprile2024.pdf,78.0,H.W.
MILANO VIA ORBETELLO '4,11 Aprile 2024,AGGIUDICATA,172805.0,00500258,240000.0,036/24,esito-11aprile2024.pdf,107.0,M.S.M.S.
MILANO VIA VAL SABBIA '6,11 Aprile 2024,AGGIUDICATA,93600.0,00510454,138999.0,037/24,esito-11aprile2024.pdf,65.0,Z.C.
MILANO VIA ESCULAPIO '4,11 Aprile 2024,AGGIUDICATA,92160.0,00510573,153030.0,038/24,esito-11aprile2024.pdf,64.0,J.W.
MILANO VIA CONSOLE MARCELLO '36,11 Aprile 2024,AGGIUDICATA,85500.0,00540016,130750.0,039/24,esito-11aprile2024.pdf,57.0,S.M.P.
MILANO VIALE UNGHERIA '46,11 Aprile 2024,AGGIUDICATA,133238.0,00550770,151000.0,040/24,esito-11aprile2024.pdf,76.0,B.F.C.
MILANO VIA ORESTE SALOMONE '91,11 Aprile 2024,AGGIUDICATA,170053.0,00551150,187500.0,041/24,esito-11aprile2024.pdf,97.0,B.M.E.B.
MILANO VIA LUIGI CHIARELLI '2,11 Aprile 2024,AGGIUDICATA,98260.0,00570265,203000.0,042/24,esito-11aprile2024.pdf,68.0,G.X.
MILANO VIA GIUSEPPE CAROZZI '5,11 Aprile 2024,AGGIUDICATA,186756.0,00580850,231899.0,043/24,esito-11aprile2024.pdf,93.0,H.J.-.M.M.
MILANO VIA CONCILIO VATICANO II '2,11 Aprile 2024,AGGIUDICATA,100130.0,00620403,135000.0,044/24,esito-11aprile2024.pdf,68.0,K.Y.
MILANO VIA DEGLI ONTANI '26,11 Aprile 2024,AGGIUDICATA,179265.0,00650035,193369.0,045/24,esito-11aprile2024.pdf,102.0,Y.T.P.
MILANO VIA DEI SALICI '69,11 Aprile 2024,ASTA DESERTA,181023.0,00650401,0.0,046/24,esito-11aprile2024.pdf,103.0,
MILANO VIA DEGLI IPPOCASTANI '16,11 Aprile 2024,AGGIUDICATA,117753.0,00651136,143200.0,047/24,esito-11aprile2024.pdf,67.0,H.T.A.A.
MILANO VIA DEI LARICI '28,11 Aprile 2024,AGGIUDICATA,152903.0,00651772,166000.0,048/24,esito-11aprile2024.pdf,87.0,G.M.
MILANO VIA DELLE BETULLE '5,11 Aprile 2024,ASTA DESERTA,184538.0,00652180,0.0,049/24,esito-11aprile2024.pdf,105.0,
MILANO VIA UGO BETTI '39,11 Aprile 2024,AGGIUDICATA,127160.0,00681460,186600.0,050/24,esito-11aprile2024.pdf,88.0,Y.W.
MILANO VIA ALESSANDRO LITTA MODIGNANI '105,11 Aprile 2024,AGGIUDICATA,96480.0,00690391,143525.0,051/24,esito-11aprile2024.pdf,67.0,M.I.
MILANO VIA ARTURO GRAF '34,11 Aprile 2024,AGGIUDICATA,100440.0,00700252,193100.0,052/24,esito-11aprile2024.pdf,81.0,R.M.G.K.
MILANO VIA ARTURO GRAF '40,11 Aprile 2024,AGGIUDICATA,97960.0,00700306,168880.0,053/24,esito-11aprile2024.pdf,79.0,H.L.
MILANO VIA FILIPPO DE PISIS '41,11 Aprile 2024,AGGIUDICATA,83080.0,00700922,147380.0,054/24,esito-11aprile2024.pdf,67.0,Z.H.M.A.
MILANO VIA FILIPPO DE PISIS '65,11 Aprile 2024,AGGIUDICATA,97960.0,00701142,179199.0,055/24,esito-11aprile2024.pdf,79.0,L.Y.
MILANO VIA APPENNINI '11,11 Aprile 2024,AGGIUDICATA,99705.0,00720239,171389.0,056/24,esito-11aprile2024.pdf,69.0,O.D.
MILANO VIA FRANCESCO CILEA '90,11 Aprile 2024,AGGIUDICATA,121380.0,00721281,170200.0,057/24,esito-11aprile2024.pdf,84.0,E.R.K.S.
MILANO VIA FRANCESCO CILEA '82,11 Aprile 2024,AGGIUDICATA,98260.0,00721358,168880.0,058/24,esito-11aprile2024.pdf,68.0,W.Z.
MILANO VIA APPENNINI '53,11 Aprile 2024,AGGIUDICATA,128605.0,00722064,222000.0,059/24,esito-11aprile2024.pdf,89.0,Y.A.
MILANO VIA FRANCESCO CILEA '134,11 Aprile 2024,AGGIUDICATA,135830.0,00722377,205099.9,060/24,esito-11aprile2024.pdf,94.0,L.B.
MILANO VIA DELLE GENZIANE '3,11 Aprile 2024,AGGIUDICATA,136553.0,09010017,201000.0,061/24,esito-11aprile2024.pdf,68.0,G.N.-.G.L.I.
MILANO VIA LONGARONE '14,11 Aprile 2024,AGGIUDICATA,133068.0,70030108,232694.0,062/24,esito-11aprile2024.pdf,101.0,R.M.
MILANO VIA LUIGI CHIARELLI '8,11 Aprile 2024,AGGIUDICATA,121380.0,70100250,232400.0,063/24,esito-11aprile2024.pdf,84.0,L.R.
70592454 MILANO VIALE GIOVANNI SUZZANI '280,11 Aprile 2024,AGGIUDICATA,227138.0,70590454,356999.0,064/24,esito-11aprile2024.pdf,127.0,A.M.
MILANO VIA RAFFAELLO GIOLLI '24,11 Aprile 2024,AGGIUDICATA,206599.0,70590848,356999.0,065/24,esito-11aprile2024.pdf,119.0,P.I.
MILANO VIA CAMILLO GIUSSANI '30,11 Aprile 2024,AGGIUDICATA,190368.0,71020405,278961.0,066/24,esito-11aprile2024.pdf,115.0,D.F.
MILANO VIA PATERNO' '6,11 Aprile 2024,AGGIUDICATA,163882.0,71021452,244000.0,067/24,esito-11aprile2024.pdf,99.0,D.K.
CESATE VILLAGGIO INA CASA '46.7,11 Aprile 2024,AGGIUDICATA,83926.0,99810407,120000.0,068/24,esito-11aprile2024.pdf,121.0,L.W.
MILANO VIA MAC MAHON '89 A,18 Febbraio 2015,ASTA DESERTA,59136.0,00020131,0.0,001/15,esito-18febbraio15.pdf,,
MILANO VIA MAC MAHON '89 B,18 Febbraio 2015,ASTA DESERTA,103488.0,00020148,0.0,002/15,esito-18febbraio15.pdf,,
MILANO VIA GIOVANNI PASCOLI '2,18 Febbraio 2015,AGGIUDICATA,103200.0,00160083,140000.0,003/15,esito-18febbraio15.pdf,,C.W.
MILANO VIA BRAMANTINO '3,18 Febbraio 2015,ASTA DESERTA,89760.0,00230196,0.0,004/15,esito-18febbraio15.pdf,,
MILANO VIA JACOPINO DA TRADATE '8,18 Febbraio 2015,AGGIUDICATA,77088.0,00230486,77221.0,005/15,esito-18febbraio15.pdf,,P.A.
MILANO VIA JACOPINO DA TRADATE '14,18 Febbraio 2015,OPTATO PER ALTRO LOTTO,74976.0,00230657,0.0,006/15,esito-18febbraio15.pdf,,
MILANO PIAZZA PREALPI '4,18 Febbraio 2015,AGGIUDICATA,77088.0,00230857,85815.0,007/15,esito-18febbraio15.pdf,,C.N.M.
MILANO VIALE TIBALDI '66,18 Febbraio 2015,AGGIUDICATA,53990.0,00250035,77770.0,008/15,esito-18febbraio15.pdf,,C.A.
MILANO VIA GASPARE ASELLI '18,18 Febbraio 2015,AGGIUDICATA,81210.0,00280390,151510.0,009/15,esito-18febbraio15.pdf,,B.A.
MILANO PIAZZA ANDREA FUSINA '2 A,18 Febbraio 2015,AGGIUDICATA,57190.0,00280529,77910.0,010/15,esito-18febbraio15.pdf,,Z.J.
MILANO PIAZZA ANDREA FUSINA '2 B,18 Febbraio 2015,AGGIUDICATA,57190.0,00280587,93100.0,011/15,esito-18febbraio15.pdf,,B.S.
MILANO VIA FILIPPO ABBIATI '5,18 Febbraio 2015,ASTA DESERTA,61526.0,00341234,0.0,012/15,esito-18febbraio15.pdf,,
MILANO PIAZZALE SELINUNTE '11,18 Febbraio 2015,AGGIUDICATA,55162.0,00390222,62800.0,013/15,esito-18febbraio15.pdf,,S.M.
MILANO VIA DALMAZIO BIRAGO '2 A,18 Febbraio 2015,AGGIUDICATA,40033.0,00410029,45200.0,014/15,esito-18febbraio15.pdf,,S.C.
MILANO VIA DALMAZIO BIRAGO '2 B,18 Febbraio 2015,AGGIUDICATA,43465.0,00410038,46600.0,015/15,esito-18febbraio15.pdf,,D.D.
MILANO VIA DALMAZIO BIRAGO '2 C,18 Febbraio 2015,ASTA DESERTA,61766.0,00410057,0.0,016/15,esito-18febbraio15.pdf,,
MILANO VIA DALMAZIO BIRAGO '2 D,18 Febbraio 2015,AGGIUDICATA,64053.0,00410060,66000.0,017/15,esito-18febbraio15.pdf,,X.A.
MILANO VIA DALMAZIO BIRAGO '4,18 Febbraio 2015,AGGIUDICATA,62909.0,00410138,85100.0,018/15,esito-18febbraio15.pdf,,S.D.
MILANO VIA ILLIRICO '3 A,18 Febbraio 2015,ASTA DESERTA,60622.0,00410526,0.0,019/15,esito-18febbraio15.pdf,,
MILANO VIA ILLIRICO '3 B,18 Febbraio 2015,ASTA DESERTA,70916.0,00410608,0.0,020/15,esito-18febbraio15.pdf,,
MILANO VIA MAC MAHON '119,18 Febbraio 2015,ASTA DESERTA,55968.0,00440188,0.0,021/15,esito-18febbraio15.pdf,,
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '11,18 Febbraio 2015,OPTATO PER ALTRO LOTTO,86592.0,00450116,0.0,022/15,esito-18febbraio15.pdf,,
MILANO VIA CHIARI '7,18 Febbraio 2015,AGGIUDICATA,98208.0,00460347,100888.0,023/15,esito-18febbraio15.pdf,,C.Y.
MILANO VIALE OMERO '17,18 Febbraio 2015,AGGIUDICATA,57750.0,00470375,70500.0,024/15,esito-18febbraio15.pdf,,S.N.A.
MILANO VIA ORBETELLO '2,18 Febbraio 2015,ASTA DESERTA,57536.0,00500125,0.0,025/15,esito-18febbraio15.pdf,,
MILANO VIA SANTUARIO DEL SACRO CUORE '3,18 Febbraio 2015,ASTA DESERTA,45864.0,00510614,0.0,026/15,esito-18febbraio15.pdf,,
MILANO VIA COMASINA '57,18 Febbraio 2015,AGGIUDICATA,72324.0,00511175,110090.0,027/15,esito-18febbraio15.pdf,,Y.N.
MILANO VIALE UNGHERIA '4,18 Febbraio 2015,AGGIUDICATA,88350.0,00551524,131354.0,028/15,esito-18febbraio15.pdf,,G.G.
MILANO VIA SEM BENELLI '11,18 Febbraio 2015,AGGIUDICATA,96000.0,00570025,97617.0,029/15,esito-18febbraio15.pdf,,R.A.
MILANO VIA CONCILIO VATICANO II '10,18 Febbraio 2015,ASTA DESERTA,63342.0,00620770,0.0,030/15,esito-18febbraio15.pdf,,
MILANO VIA DEGLI ONTANI '12,18 Febbraio 2015,ASTA DESERTA,59520.0,00650314,0.0,031/15,esito-18febbraio15.pdf,,
MILANO VIA DEGLI ONTANI '16 A,18 Febbraio 2015,ASTA DESERTA,59520.0,00650347,0.0,032/15,esito-18febbraio15.pdf,,
MILANO VIA DEGLI ONTANI '16 B,18 Febbraio 2015,ASTA DESERTA,61380.0,00650351,0.0,033/15,esito-18febbraio15.pdf,,
MILANO VIA DEI SALICI '15,18 Febbraio 2015,AGGIUDICATA,59520.0,00650889,65600.0,034/15,esito-18febbraio15.pdf,,D.V.
MILANO VIA DEGLI IPPOCASTANI '16,18 Febbraio 2015,AGGIUDICATA,59520.0,00651138,70000.0,035/15,esito-18febbraio15.pdf,,T.G.M.
MILANO VIA DEI LARICI '21,18 Febbraio 2015,ASTA DESERTA,59520.0,00651811,0.0,036/15,esito-18febbraio15.pdf,,
00668128 MILANO VIA MICHELE SAPONARO '24,18 Febbraio 2015,AGGIUDICATA,103836.0,00666442,138500.0,037/15,esito-18febbraio15.pdf,,P.P.
MILANO VIA UGO BETTI '67,18 Febbraio 2015,AGGIUDICATA,81600.0,00682903,89600.0,038/15,esito-18febbraio15.pdf,,D.L.L.
MILANO VIA ALESSANDRO LITTA MODIGNANI '103 A,18 Febbraio 2015,AGGIUDICATA,89964.0,00690328,109226.0,039/15,esito-18febbraio15.pdf,,A.B.L.
MILANO VIA ALESSANDRO LITTA MODIGNANI '103 B,18 Febbraio 2015,AGGIUDICATA,73206.0,00690354,81450.0,040/15,esito-18febbraio15.pdf,,C.F.
MILANO VIA ARTURO GRAF '12,18 Febbraio 2015,AGGIUDICATA,59486.0,00700002,61169.0,041/15,esito-18febbraio15.pdf,,D.F.
MILANO VIA ARTURO GRAF '18,18 Febbraio 2015,ASTA DESERTA,58612.0,00700057,0.0,042/15,esito-18febbraio15.pdf,,
MILANO VIA FILIPPO DE PISIS '11,18 Febbraio 2015,AGGIUDICATA,90105.0,00700604,101200.0,043/15,esito-18febbraio15.pdf,,M.D.
MILANO VIA FILIPPO DE PISIS '27,18 Febbraio 2015,ASTA DESERTA,58612.0,00700805,0.0,044/15,esito-18febbraio15.pdf,,
MILANO VIA ENRICO FALCK '9,18 Febbraio 2015,AGGIUDICATA,66240.0,00720412,92290.0,045/15,esito-18febbraio15.pdf,,S.S.
MILANO VIA ENRICO FALCK '23,18 Febbraio 2015,AGGIUDICATA,81600.0,00720571,92600.0,046/15,esito-18febbraio15.pdf,,D.L.A.
MILANO VIA FRANCESCO CILEA '60 A,18 Febbraio 2015,AGGIUDICATA,76800.0,00721519,112100.0,047/15,esito-18febbraio15.pdf,,M.C.
MILANO VIA FRANCESCO CILEA '60 B,18 Febbraio 2015,AGGIUDICATA,75840.0,00721526,116551.51,048/15,esito-18febbraio15.pdf,,F.A.
MILANO VIA APPENNINI '43,18 Febbraio 2015,AGGIUDICATA,82560.0,00721910,115560.0,049/15,esito-18febbraio15.pdf,,D.R.A.
MILANO VIA APPENNINI '53,18 Febbraio 2015,AGGIUDICATA,65280.0,00722069,77000.0,050/15,esito-18febbraio15.pdf,,N.A.
CORSICO VIALE ITALIA '34,18 Febbraio 2015,ASTA DESERTA,71232.0,00741287,0.0,051/15,esito-18febbraio15.pdf,,
CORSICO VIA MARZABOTTO '20,18 Febbraio 2015,ASTA DESERTA,71232.0,00741880,0.0,052/15,esito-18febbraio15.pdf,,
CORSICO VIA BENVENUTO CELLINI '12,18 Febbraio 2015,ASTA DESERTA,77168.0,00742062,0.0,053/15,esito-18febbraio15.pdf,,
00985055 ROZZANO VIALE LAZIO '21,18 Febbraio 2015,ASTA DESERTA,100149.0,00980055,0.0,054/15,esito-18febbraio15.pdf,,
00985496 ROZZANO VIALE LAZIO '88,18 Febbraio 2015,AGGIUDICATA,102087.0,00980496,102100.0,055/15,esito-18febbraio15.pdf,,M.C.
01432007 MILANO VIA VAL DEVERO '19 A,18 Febbraio 2015,AGGIUDICATA,83349.0,01430007,85000.0,056/15,esito-18febbraio15.pdf,,M.R.
01432005 MILANO VIA VAL DEVERO '19 B,18 Febbraio 2015,AGGIUDICATA,83349.0,01430063,90156.5,057/15,esito-18febbraio15.pdf,,Z.E.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '311,18 Febbraio 2015,ASTA DESERTA,54880.0,02020181,0.0,058/15,esito-18febbraio15.pdf,,
SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,18 Febbraio 2015,ASTA DESERTA,80640.0,02020300,0.0,059/15,esito-18febbraio15.pdf,,
SESTO SAN GIOVANNI VIA MODENA '2,18 Febbraio 2015,ASTA DESERTA,81340.0,02050061,0.0,060/15,esito-18febbraio15.pdf,,
LEGNANO VIA PADRE REGINALDO GIULIANI '40,18 Febbraio 2015,ASTA DESERTA,42504.0,02070078,0.0,061/15,esito-18febbraio15.pdf,,
LEGNANO VIA BRENNERO '6 A,18 Febbraio 2015,ASTA DESERTA,43736.0,02070138,0.0,062/15,esito-18febbraio15.pdf,,
LEGNANO VIA BRENNERO '6 B,18 Febbraio 2015,ASTA DESERTA,36344.0,02070153,0.0,063/15,esito-18febbraio15.pdf,,
LEGNANO VIA BRENNERO '6 C,18 Febbraio 2015,ASTA DESERTA,49280.0,02070154,0.0,064/15,esito-18febbraio15.pdf,,
LEGNANO VIA BRENNERO '6 D,18 Febbraio 2015,ASTA DESERTA,46816.0,02070184,0.0,065/15,esito-18febbraio15.pdf,,
MAGENTA VIA SAN GIROLAMO EMILIANI '16,18 Febbraio 2015,ASTA DESERTA,56028.0,03210014,0.0,066/15,esito-18febbraio15.pdf,,
05496013 MILANO VIA BOLLA '16 A,18 Febbraio 2015,AGGIUDICATA,86570.0,05490067,87050.0,067/15,esito-18febbraio15.pdf,,L.L.
