base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,source_url,street_number,auction_result,base_price_eur,codice,final_offer_eur,source_pdf,winner,address,auction_date,surface_sqm,data_source,latitude,longitude
51251.0,1,MILANO,G,True,B,327/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,10,AGGIUDICATA,51251.0,551990.0,60000.0,esito-24novembre16.pdf,A.A.G.,VIA LUIGI SORDELLO,24 Novembre 2016,56.0,wayback,45.44355059999999,9.2438867
109242.0,UOG2,MILANO,G,True,,327/17,,ALLOGGIO,4.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,75,AGGIUDICATA,109242.0,650689.0,121000.0,esito-01febbraio18.pdf,T.E.,VIA DEI SALICI,01 febbraio 2018,102.0,wayback,45.4530155,9.0791443
,,,,,,327/18,,,,,,,AGGIUDICATA,77280.0,750448.0,102000.0,esito-29novembre18.pdf,C.M.,MILANO VIA AGOSTINO DE PRETIS '109,29 Novembre 2018,,pdf_only,45.4297022,9.1566729
,,,,,,327/19,,,,,,,AGGIUDICATA,103032.0,721111.0,203600.0,esito-24ottobre19.pdf,P.D.,MILANO VIA FRANCESCO CILEA '42,24 Ottobre 2019,,pdf_only,45.4954057,9.1048609
,,,,,,327/22,,,,,,,AGGIUDICATA,73200.0,510871.0,126289.0,esito21settembre2022.pdf,C.C.,MILANO PIAZZA CARDINALE PIETRO GASPARRI '4,21 Settembre 2022,,pdf_only,45.5261694,9.1611954
,,,,,,328/15,,,,,,,ASTA DESERTA,51782.0,500279.0,0.0,esito-04novembre15.pdf,,MILANO VIA ORBETELLO '4 C,4 Novembre 2015,,pdf_only,45.5014062,9.2472867
53082.0,1,MILANO,G,True,C,328/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,10,AGGIUDICATA,53082.0,552054.0,68100.0,esito-24novembre16.pdf,H.M.,VIA LUIGI SORDELLO,24 Novembre 2016,58.0,wayback,45.44355059999999,9.2438867
84320.0,UOGR,ROZZANO,G,True,,328/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,4,AGGIUDICATA,84320.0,672688.0,91100.0,esito-01febbraio18.pdf,M.K.M.S.A.,VIA BETULLE,01 febbraio 2018,85.0,wayback,45.3810485,9.1575395
,,,,,,328/18,,,,,,,AGGIUDICATA,56763.0,2020287.0,60700.0,esito-29novembre18.pdf,S.F.,SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,29 Novembre 2018,,pdf_only,45.5346605,9.222924
,,,,,,328/19,,,,,,,AGGIUDICATA,66524.0,741896.0,112000.0,esito-24ottobre19.pdf,P.W.,CORSICO VIA MARZABOTTO '22,24 Ottobre 2019,,pdf_only,45.438893,9.0964415
,,,,,,328/22,,,,,,,AGGIUDICATA,94424.0,550088.0,171650.0,esito21settembre2022.pdf,S.M.S.A.,MILANO VIALE UNGHERIA '21.2,21 Settembre 2022,,pdf_only,45.4455801,9.2417116
,,,,,,329/15,,,,,,,ASTA DESERTA,47628.0,510711.0,0.0,esito-04novembre15.pdf,,MILANO VIA SANTUARIO DEL SACRO CUORE '3,4 Novembre 2015,,pdf_only,45.5241337,9.1628779
70470.0,1,MILANO,G,True,D,329/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,10,AGGIUDICATA,70470.0,552238.0,81110.0,esito-24novembre16.pdf,C.E.,VIA LUIGI SORDELLO,24 Novembre 2016,77.0,wayback,45.44355059999999,9.2438867
84320.0,UOGR,ROZZANO,G,True,,329/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,3,ASTA DESERTA,84320.0,673859.0,0.0,esito-01febbraio18.pdf,,VIA LILLA',01 febbraio 2018,85.0,wayback,45.3806134,9.1587827
,,,,,,329/18,,,,,,,AGGIUDICATA,57408.0,2040086.0,65300.0,esito-29novembre18.pdf,Z.Y.N.F.,SESTO SAN GIOVANNI VIALE TOMMASO EDISON '446,29 Novembre 2018,,pdf_only,45.5245466,9.2317914
,,,,,,329/19,,,,,,,AGGIUDICATA,67565.0,750542.0,96000.0,esito-24ottobre19.pdf,A.S.G.A.,MILANO VIA AGOSTINO DE PRETIS '121 A,24 Ottobre 2019,,pdf_only,45.4295204,9.1558269
,,,,,,329/22,,,,,,,AGGIUDICATA,71456.0,550299.0,109369.0,esito21settembre2022.pdf,S.P.,MILANO VIALE UNGHERIA '21.4,21 Settembre 2022,,pdf_only,45.4460873,9.2531847
,,,,,,330/15,,,,,,,AGGIUDICATA,57024.0,540013.0,57213.0,esito-04novembre15.pdf,S.L.,MILANO VIA CONSOLE MARCELLO '36,4 Novembre 2015,,pdf_only,45.5018711,9.1444674
66810.0,1,MILANO,G,True,E,330/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,10,AGGIUDICATA,66810.0,552248.0,86250.0,esito-24novembre16.pdf,L.E.-.M.S.,VIA LUIGI SORDELLO,24 Novembre 2016,73.0,wayback,45.44355059999999,9.2438867
59119.0,UOG3,MILANO,G,True,,330/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,37,AGGIUDICATA,59119.0,700888.0,65580.0,esito-01febbraio18.pdf,G.E.N.H.A.,VIA FILIPPO DE PISIS,01 febbraio 2018,69.0,wayback,45.5118186,9.1431814
,,,,,,330/18,,,,,,,AGGIUDICATA,49920.0,2040391.0,55010.0,esito-29novembre18.pdf,B.M.,SESTO SAN GIOVANNI VIALE TOMMASO EDISON '458,29 Novembre 2018,,pdf_only,45.528706,9.2391918
,,,,,,330/19,,,,,,,AGGIUDICATA,68558.0,750554.0,101600.0,esito-24ottobre19.pdf,A.L.,MILANO VIA AGOSTINO DE PRETIS '121 B,24 Ottobre 2019,,pdf_only,45.4282827,9.1512843
,,,,,,330/22,,,,,,,AGGIUDICATA,80388.0,550687.0,107000.0,esito21settembre2022.pdf,B.F.C.,MILANO VIALE UNGHERIA '19,21 Settembre 2022,,pdf_only,45.4462519,9.2509972
,,,,,,331/15,,,,,,,AGGIUDICATA,62496.0,550624.0,66660.0,esito-04novembre15.pdf,M.A.,MILANO VIALE UNGHERIA '19,4 Novembre 2015,,pdf_only,45.4462519,9.2509972
79808.0,3,MILANO,G,False,,331/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,15,AGGIUDICATA,79808.0,570137.0,118000.0,esito-24novembre16.pdf,R.V.,VIA URUGUAY,24 Novembre 2016,86.0,wayback,45.4966513,9.1205059
69401.0,UOG3,MILANO,G,True,,331/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,39,AGGIUDICATA,69401.0,700903.0,88000.0,esito-01febbraio18.pdf,L.N.,VIA FILIPPO DE PISIS,01 febbraio 2018,81.0,wayback,45.511974,9.143129799999999
,,,,,,331/18,,,,,,,AGGIUDICATA,87360.0,3170103.0,96600.0,esito-29novembre18.pdf,A.R.A.E.,SESTO SAN GIOVANNI VIA CATANIA '40,29 Novembre 2018,,pdf_only,45.5326853,9.256098
,,,,,,331/19,,,,,,,AGGIUDICATA,80560.0,1430034.0,146350.51,esito-24ottobre19.pdf,I.R.,MILANO VIA VAL DEVERO '19,24 Ottobre 2019,,pdf_only,45.4591693,9.1107543
,,,,,,331/22,,,,,,,AGGIUDICATA,112288.0,551139.0,190000.0,esito21settembre2022.pdf,D.M.E.G.,MILANO VIA ORESTE SALOMONE '91,21 Settembre 2022,,pdf_only,45.4449336,9.2415279
,,,,,,332/15,,,,,,,ASTA DESERTA,66330.0,650118.0,0.0,esito-04novembre15.pdf,,MILANO VIA DEGLI ONTANI '38,4 Novembre 2015,,pdf_only,45.4543484,9.0790826
80736.0,3,MILANO,G,True,,332/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,34,AGGIUDICATA,80736.0,571759.0,128000.0,esito-24novembre16.pdf,T.G.,VIA GIACOMO QUARENGHI,24 Novembre 2016,87.0,wayback,45.49813710000001,9.1143544
57406.0,UOG3,MILANO,G,True,,332/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,45,AGGIUDICATA,57406.0,700949.0,64100.0,esito-01febbraio18.pdf,M.A.H.M.,VIA FILIPPO DE PISIS,01 febbraio 2018,67.0,wayback,45.5126068,9.1429496
,,,,,,332/18,,,,,,,AGGIUDICATA,248702.0,9050106.0,412000.0,esito-29novembre18.pdf,M.C.R.,MILANO VIA CALATAFIMI '15,29 Novembre 2018,,pdf_only,45.454286,9.1841163
,,,,,,332/19,,,,,,,ASTA DESERTA,38880.0,2070080.0,0.0,esito-24ottobre19.pdf,,LEGNANO VIA PADRE REGINALDO GIULIANI '40,24 Ottobre 2019,,pdf_only,45.6053381,8.914986
,,,,,,332/22,,,,,,,AGGIUDICATA,112288.0,551186.0,177450.0,esito21settembre2022.pdf,M.M.C.,MILANO VIA ORESTE SALOMONE '91,21 Settembre 2022,,pdf_only,45.4449336,9.2415279
,,,,,,333/15,,,,,,,ASTA DESERTA,54405.0,650906.0,0.0,esito-04novembre15.pdf,,MILANO VIA DEI SALICI '17,4 Novembre 2015,,pdf_only,45.4522388,9.0801798
56182.0,3,MILANO,F,True,,333/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,3,ASTA DESERTA,56182.0,620059.0,0.0,esito-24novembre16.pdf,,VIA CONCILIO VATICANO II,24 Novembre 2016,68.0,wayback,45.512809,9.148708
62286.0,UOGR,CORSICO,G,True,A,333/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,25,AGGIUDICATA,62286.0,740314.0,66250.0,esito-01febbraio18.pdf,M.L.,VIA EUGENIO CURIEL,01 febbraio 2018,69.0,wayback,45.440744,9.0935369
,,,,,,333/18,,,,,,,AGGIUDICATA,117504.0,9080169.0,170888.0,esito-29novembre18.pdf,G.M.,MILANO VIA ALDO TARABELLA '5,29 Novembre 2018,,pdf_only,45.4959516,9.23431
,,,,,,333/19,,,,,,,ASTA DESERTA,54527.0,3440007.0,0.0,esito-24ottobre19.pdf,,NERVIANO VIALE JOHN FITZGERALD KENNEDY '45,24 Ottobre 2019,,pdf_only,45.5513695,8.9609169
,,,,,,333/22,,,,,,,AGGIUDICATA,88044.0,551325.0,120150.0,esito21settembre2022.pdf,L.L.P.A.,MILANO VIALE UNGHERIA '2,21 Settembre 2022,,pdf_only,45.4454916,9.242027
,,,,,,334/15,,,,,,,AGGIUDICATA,55242.0,650989.0,58110.0,esito-04novembre15.pdf,G.L.,MILANO VIA DEI SALICI '29,4 Novembre 2015,,pdf_only,45.451697,9.0806837
57008.0,3,MILANO,F,True,,334/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,4,ASTA DESERTA,57008.0,620311.0,0.0,esito-24novembre16.pdf,,VIA CONCILIO VATICANO II,24 Novembre 2016,69.0,wayback,45.5121099,9.146617299999999
62286.0,UOGR,CORSICO,G,True,B,334/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,25,NON OPTATO,62286.0,740316.0,0.0,esito-01febbraio18.pdf,,VIA EUGENIO CURIEL,01 febbraio 2018,69.0,wayback,45.440744,9.0935369
,,,,,,334/18,,,,,,,AGGIUDICATA,161678.0,70590106.0,247288.0,esito-29novembre18.pdf,H.Y.,MILANO VIA BELTRAME CRISTIANI '15,29 Novembre 2018,,pdf_only,45.52252,9.2053419
,,,,,,334/19,,,,,,,AGGIUDICATA,59136.0,5370010.0,63000.0,esito-24ottobre19.pdf,G.A.,CUSANO MILANINO VIA ISONZO '24,24 Ottobre 2019,,pdf_only,45.5522813,9.1762142
,,,,,,334/22,,,,,,,AGGIUDICATA,93148.0,551355.0,150100.0,esito21settembre2022.pdf,L.A.,MILANO VIALE UNGHERIA '2,21 Settembre 2022,,pdf_only,45.4454916,9.242027
,,,,,,335/15,,,,,,,ASTA DESERTA,85140.0,651135.0,0.0,esito-04novembre15.pdf,,MILANO VIA DEGLI IPPOCASTANI '16,4 Novembre 2015,,pdf_only,45.4508816,9.0807097
58661.0,3,MILANO,F,True,,335/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,10,ASTA DESERTA,58661.0,620767.0,0.0,esito-24novembre16.pdf,,VIA CONCILIO VATICANO II,24 Novembre 2016,71.0,wayback,45.5125339,9.149252299999999
125528.0,UOG1,MILANO,D,True,,335/17,,ALLOGGIO,4.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,1,ASTA DESERTA,125528.0,750201.0,0.0,esito-01febbraio18.pdf,,VIA AGOSTINO DE PRETIS,01 febbraio 2018,104.0,wayback,45.4318665,9.153686100000002
,,,,,,335/18,,,,,,,AGGIUDICATA,165118.0,70590621.0,240299.0,esito-29novembre18.pdf,Z.H.Q.,MILANO VIA RAFFAELLO GIOLLI '21,29 Novembre 2018,,pdf_only,45.5256275,9.2107146
,,,,,,335/19,,,,,,,ASTA DESERTA,55296.0,5450186.0,0.0,esito-24ottobre19.pdf,,CASSANO D'ADDA VIA LEONARDO DA VINCI '37,24 Ottobre 2019,,pdf_only,45.52480629999999,9.5116174
,,,,,,335/22,,,,,,,ASTA DESERTA,91872.0,551404.0,0.0,esito21settembre2022.pdf,,MILANO VIALE UNGHERIA '2,21 Settembre 2022,,pdf_only,45.4454916,9.242027
,,,,,,336/15,,,,,,,AGGIUDICATA,70308.0,652068.0,70310.0,esito-04novembre15.pdf,R.M.,MILANO VIA DEI SALICI '6,4 Novembre 2015,,pdf_only,45.4404359,9.0900068
64320.0,6,MILANO,G,True,,336/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,42,ASTA DESERTA,64320.0,650141.0,0.0,esito-24novembre16.pdf,,VIA DEGLI ONTANI,24 Novembre 2016,67.0,wayback,45.4550898,9.0787914
84490.0,UOG1,MILANO,D,True,,336/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,9,AGGIUDICATA,84490.0,750268.0,85000.0,esito-01febbraio18.pdf,W.Y.W.F.,VIA AGOSTINO DE PRETIS,01 febbraio 2018,70.0,wayback,45.43134,9.15347
,,,,,,336/18,,,,,,,AGGIUDICATA,119252.0,70591123.0,216890.0,esito-29novembre18.pdf,L.X.,MILANO VIA JAN SIBELIUS '34,29 Novembre 2018,,pdf_only,45.5223478,9.2088172
,,,,,,336/19,,,,,,,ASTA DESERTA,27320.0,25100002.0,0.0,esito-24ottobre19.pdf,,CASTANO PRIMO VIA SANT'AMBROGIO '3,24 Ottobre 2019,,pdf_only,45.561962,8.7734715
,,,,,,336/22,,,,,,,AGGIUDICATA,90596.0,551577.0,136528.0,esito21settembre2022.pdf,V.P.,MILANO VIALE UNGHERIA '4,21 Settembre 2022,,pdf_only,45.4455094,9.2429598
,,,,,,337/15,,,,,,,AGGIUDICATA,92610.0,690302.0,95000.0,esito-04novembre15.pdf,S.G.M.,MILANO VIA ALESSANDRO LITTA MODIGNANI '101,4 Novembre 2015,,pdf_only,45.5237174,9.1646008
64320.0,6,MILANO,G,True,,337/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,5,ASTA DESERTA,64320.0,650820.0,0.0,esito-24novembre16.pdf,,VIA DEI SALICI,24 Novembre 2016,67.0,wayback,45.452042,9.0802377
59405.0,UOG2,MILANO,F,True,,337/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,1,AGGIUDICATA,59405.0,1120020.0,83000.0,esito-01febbraio18.pdf,A.E.M.M.,VIA DEGLI ANEMONI,01 febbraio 2018,52.0,wayback,45.4550638,9.1321167
,,,,,,337/18,,,,,,,AGGIUDICATA,120695.0,71021436.0,162000.0,esito-29novembre18.pdf,S.D.,71026236 MILANO VIA PATERNO' '5 A,29 Novembre 2018,,pdf_only,45.4392348,9.139101499999999
,,,,,,337/19,,,,,,,ASTA DESERTA,103421.0,70450012.0,0.0,esito-24ottobre19.pdf,,GORGONZOLA VIA ENRICO MATTEI '52,24 Ottobre 2019,,pdf_only,45.5277207,9.3901546
,,,,,,337/22,,,,,,,AGGIUDICATA,74008.0,551826.0,80000.0,esito21settembre2022.pdf,C.P.,MILANO VIA ROMUALDO BONFADINI '98,21 Settembre 2022,,pdf_only,45.4444991,9.2448427
,,,,,,338/15,,,,,,,AGGIUDICATA,51176.0,700713.0,51570.0,esito-04novembre15.pdf,C.G.,MILANO VIA FILIPPO DE PISIS '25,4 Novembre 2015,,pdf_only,45.5114989,9.1392424
46376.0,4,MILANO,G,True,,338/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,230,ASTA DESERTA,46376.0,661819.0,0.0,esito-24novembre16.pdf,,VIA COSTANTINO BARONI,24 Novembre 2016,62.0,wayback,45.40379009999999,9.1715362
99389.0,UOG2,MILANO,F,True,,338/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,5,AGGIUDICATA,99389.0,1120036.0,137689.2,esito-01febbraio18.pdf,P.A.,VIA DEGLI ANEMONI,01 febbraio 2018,87.0,wayback,45.4544934,9.131609899999999
,,,,,,338/18,,,,,,,AGGIUDICATA,118782.0,71021437.0,158000.0,esito-29novembre18.pdf,H.A.,71026237 MILANO VIA PATERNO' '5 B,29 Novembre 2018,,pdf_only,45.4392348,9.139101499999999
,,,,,,338/19,,,,,,,AGGIUDICATA,112233.0,70670020.0,225100.0,esito-24ottobre19.pdf,D.G.,70672020 MILANO VIA POSTUMIA '26,24 Ottobre 2019,,pdf_only,45.471549,9.1157895
,,,,,,338/22,,,,,,,AGGIUDICATA,79112.0,553261.0,127000.0,esito21settembre2022.pdf,P.P.A.,MILANO VIA ROMUALDO BONFADINI '98,21 Settembre 2022,,pdf_only,45.4444991,9.2448427
,,,,,,339/15,,,,,,,AGGIUDICATA,83640.0,721246.0,121000.0,esito-04novembre15.pdf,T.J.,MILANO VIA FRANCESCO CILEA '96,4 Novembre 2015,,pdf_only,45.4968124,9.1015784
50337.0,4,MILANO,G,True,,339/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,256,AGGIUDICATA,50337.0,663541.0,55000.0,esito-24novembre16.pdf,G.H.A.A.S.-.M.A.R.,VIA COSTANTINO BARONI,24 Novembre 2016,63.0,wayback,45.4032218,9.1731829
62832.0,UOG3,MILANO,G,True,,339/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,107,AGGIUDICATA,62832.0,1510062.0,105700.0,esito-01febbraio18.pdf,B.A.,VIA MAC MAHON,01 febbraio 2018,66.0,wayback,45.4961297,9.1545433
,,,,,,339/18,,,,,,,AGGIUDICATA,127770.0,71030339.0,175500.0,esito-29novembre18.pdf,H.W.,71035176 MILANO VIA VITERBO '25,29 Novembre 2018,,pdf_only,45.45637199999999,9.1089688
,,,,,,339/19,,,,,,,AGGIUDICATA,99792.0,71030361.0,156800.0,esito-24ottobre19.pdf,B.A.,MILANO VIA VITERBO '27,24 Ottobre 2019,,pdf_only,45.457099,9.1127215
,,,,,,339/22,,,,,,,AGGIUDICATA,94424.0,553278.0,148888.88,esito21settembre2022.pdf,R.D.-.M.S.,MILANO VIA ROMUALDO BONFADINI '94,21 Settembre 2022,,pdf_only,45.4443436,9.2427844
,,,,,,340/15,,,,,,,AGGIUDICATA,84660.0,721274.0,111610.0,esito-04novembre15.pdf,D.L.V.,MILANO VIA FRANCESCO CILEA '92,4 Novembre 2015,,pdf_only,45.4966341,9.1019101
52751.0,3,MILANO,G,True,,340/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,33,ASTA DESERTA,52751.0,700859.0,0.0,esito-24novembre16.pdf,,VIA FILIPPO DE PISIS,24 Novembre 2016,67.0,wayback,45.5121647,9.1425284
33768.0,UOGR,LEGNANO,SENZA IMPIANTO,False,A,340/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,42,ASTA DESERTA,33768.0,2070039.0,0.0,esito-01febbraio18.pdf,,VIA PADRE REGINALDO GIULIANI,01 febbraio 2018,67.0,wayback,45.6061966,8.914538799999999
,,,,,,340/18,,,,,,,ASTA DESERTA,108334.0,71190128.0,0.0,esito-29novembre18.pdf,,LOCATE DI TRIULZI VIA GIUSEPPE DI VITTORIO '4.P,29 Novembre 2018,,pdf_only,45.3540251,9.222275
,,,,,,340/19,,,,,,,ASTA DESERTA,119434.0,71460088.0,0.0,esito-24ottobre19.pdf,,PIOLTELLO VIA GALILEO GALILEI '49 A,24 Ottobre 2019,,pdf_only,45.4971479,9.3243109
,,,,,,340/22,,,,,,,AGGIUDICATA,71456.0,553616.0,114100.0,esito21settembre2022.pdf,C.S.,MILANO VIA ROMUALDO BONFADINI '94,21 Settembre 2022,,pdf_only,45.4443436,9.2427844
,,,,,,341/15,,,,,,,AGGIUDICATA,85680.0,721516.0,120717.0,esito-04novembre15.pdf,P.F.,MILANO VIA FRANCESCO CILEA '60,4 Novembre 2015,,pdf_only,45.496439,9.1040338
65348.0,3,MILANO,G,True,,341/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,49,AGGIUDICATA,65348.0,701020.0,69151.0,esito-24novembre16.pdf,N.S.,VIA FILIPPO DE PISIS,24 Novembre 2016,83.0,wayback,45.5097763,9.146884000000002
32760.0,UOGR,LEGNANO,SENZA IMPIANTO,False,B,341/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,42,ASTA DESERTA,32760.0,2070051.0,0.0,esito-01febbraio18.pdf,,VIA PADRE REGINALDO GIULIANI,01 febbraio 2018,65.0,wayback,45.6061966,8.914538799999999
,,,,,,341/18,,,,,,,AGGIUDICATA,105570.0,71190151.0,110100.0,esito-29novembre18.pdf,J.D.,71191072 LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '17.R,29 Novembre 2018,,pdf_only,45.3542814,9.221392699999999
,,,,,,341/19,,,,,,,ASTA DESERTA,110925.0,71460105.0,0.0,esito-24ottobre19.pdf,,PIOLTELLO VIA GALILEO GALILEI '49 B,24 Ottobre 2019,,pdf_only,45.4931774,9.3240813
,,,,,,341/22,,,,,,,AGGIUDICATA,112455.0,571964.0,196000.0,esito21settembre2022.pdf,C.K.,MILANO VIA GIACOMO QUARENGHI '32,21 Settembre 2022,,pdf_only,45.498168,9.1148403
,,,,,,342/15,,,,,,,ASTA DESERTA,96360.0,750358.0,0.0,esito-04novembre15.pdf,,MILANO VIA AGOSTINO DE PRETIS '97,4 Novembre 2015,,pdf_only,45.4297236,9.15542
77952.0,3,MILANO,F,True,,342/16,PIENA PROP.,ALLOGGIO,3.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,26,AGGIUDICATA,77952.0,720730.0,121500.0,esito-24novembre16.pdf,M.P.M.,VIA FRANCESCO CILEA,24 Novembre 2016,84.0,wayback,45.4963815,9.1064755
43344.0,UOGR,LEGNANO,SENZA IMPIANTO,False,,342/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,40,ASTA DESERTA,43344.0,2070084.0,0.0,esito-01febbraio18.pdf,,VIA PADRE REGINALDO GIULIANI,01 febbraio 2018,86.0,wayback,45.6057789,8.9149162
,,,,,,342/18,,,,,,,AGGIUDICATA,142890.0,71220060.0,167160.0,esito-29novembre18.pdf,R.F.,SAN DONATO MILANE VIA FELICE MARITANO '12.A,29 Novembre 2018,,pdf_only,45.41283689999999,9.2761704
,,,,,,342/19,,,,,,,AGGIUDICATA,85774.0,92630066.0,112350.0,esito-24ottobre19.pdf,A.L.A.,MILANO VIA OSTENO '4,24 Ottobre 2019,,pdf_only,45.4621136,9.1131799
,,,,,,342/22,,,,,,,AGGIUDICATA,110880.0,571988.0,187997.6,esito21settembre2022.pdf,C.F.C.E.,MILANO VIA GIACOMO QUARENGHI '32,21 Settembre 2022,,pdf_only,45.498168,9.1148403
,,,,,,343/15,,,,,,,ASTA DESERTA,89790.0,750377.0,0.0,esito-04novembre15.pdf,,MILANO VIA AGOSTINO DE PRETIS '99,4 Novembre 2015,,pdf_only,45.4297215,9.1555464
62176.0,3,MILANO,G,True,,343/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,28,AGGIUDICATA,62176.0,720741.0,103275.0,esito-24novembre16.pdf,C.F.I.R.,VIA FRANCESCO CILEA,24 Novembre 2016,67.0,wayback,45.4958906,9.105999299999999
95948.0,UOGS,SESTO SAN GIOVANNI,G,False,,343/17,,ALLOGGIO,3.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,109,AGGIUDICATA,95948.0,2370128.0,105650.0,esito-01febbraio18.pdf,M.I.,VIA GIACOMO LEOPARDI,01 febbraio 2018,83.0,wayback,45.5383865,9.224882899999999
,,,,,,343/18,,,,,,,AGGIUDICATA,84660.0,95040004.0,126000.0,esito-29novembre18.pdf,S.N.,MILANO VIA VALDAGNO '5,29 Novembre 2018,,pdf_only,45.4632827,9.1117707
,,,,,,343/19,,,,,,,AGGIUDICATA,103700.0,95070138.0,125000.0,esito-24ottobre19.pdf,K.M.R.Y.,MILANO VIA ARMANDO SPADINI '11,24 Ottobre 2019,,pdf_only,45.5271169,9.1590305
,,,,,,343/22,,,,,,,AGGIUDICATA,75038.0,650806.0,88320.0,esito21settembre2022.pdf,C.D.,MILANO VIA DEI SALICI '3,21 Settembre 2022,,pdf_only,45.451697,9.0806837
,,,,,,344/15,,,,,,,ASTA DESERTA,72270.0,750711.0,0.0,esito-04novembre15.pdf,,MILANO VIA AGOSTINO DE PRETIS '63,4 Novembre 2015,,pdf_only,45.4286593,9.1515063
62176.0,3,MILANO,G,True,,344/16,PIENA PROP.,ALLOGGIO,2.0,20161030093218.html,http://www.alermipianovendite.it/asta-alloggi-24-novembre-2016/,32,AGGIUDICATA,62176.0,720767.0,95150.0,esito-24novembre16.pdf,T.A.,VIA FRANCESCO CILEA,24 Novembre 2016,67.0,wayback,45.49560160000001,9.1056121
43718.0,UOGR,BINASCO,SENZA IMPIANTO,False,A,344/17,,ALLOGGIO,2.0,20180110020919.html,http://www.alermipianovendite.it/asta-alloggi-01-febbraio-2018-2/,29,AGGIUDICATA,43718.0,2430050.0,43750.0,esito-01febbraio18.pdf,A.A.,VIA GUGLIELMO MARCONI,01 febbraio 2018,69.0,wayback,45.32931809999999,9.093204
