address,auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm
VIA CAMILLO GIUSSANI,18 Marzo 2021,166350.0,UOG1,MILANO,G,True,,057/21,PIENA PROP.,ALLOGGIO,4,20210302131440.html,'23,121.0
VIA CAMILLO GIUSSANI,18 Marzo 2021,166350.0,UOG1,MILANO,NO,False,,057/21,PIENA PROP.,AUTOBOX,0,20210302131440.html,'23,13.0
VIA VAL TROMPIA,18 Marzo 2021,91125.0,UOG3,MILANO,G,False,,058/21,PIENA PROP.,ALLOGGIO,2,20210302131440.html,'5,81.0
VIA JACOPINO DA TRADATE,3 Aprile 2025,126735.0,UOG3,MILANO,D,False,,036/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'14,
PIAZZA PREALPI,3 Aprile 2025,132090.0,UOG3,MILANO,F,False,,037/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'4,
VIA DALMAZIO BIRAGO,3 Aprile 2025,73359.0,UOG4,MILANO,D,False,,038/25,PIENA PROP.,ALLOGGIO,1,20250320140526.html,'2,
VIA LORENTEGGIO,3 Aprile 2025,113900.0,UOG2,MILANO,E,False,,039/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'203,
VIA CONCILIO VATICANO II,3 Aprile 2025,130985.0,UOG3,MILANO,F,True,,040/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'4,
VIA DELLE BETULLE,3 Aprile 2025,142545.0,UOG2,MILANO,D,True,,041/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'23,
VIA DEGLI IPPOCASTANI,3 Aprile 2025,117683.0,UOG2,MILANO,D,True,,042/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'6,
VIA MICHELE SAPONARO,3 Aprile 2025,175995.0,UOG1,MILANO,G,True,,043/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'38,
VIA MICHELE SAPONARO,3 Aprile 2025,175995.0,UOG1,MILANO,NO,False,,043/25,PIENA PROP.,AUTOBOX,0,20250320140526.html,'38/36,
VIA UGO BETTI,3 Aprile 2025,151110.0,UOG3,MILANO,C,True,,044/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'55,
VIA ARTURO GRAF,3 Aprile 2025,119093.0,UOG3,MILANO,D,True,,045/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'38,
VIA FILIPPO DE PISIS,3 Aprile 2025,108540.0,UOG3,MILANO,D,True,,046/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'65,
VIA FRANCESCO CILEA,3 Aprile 2025,110048.0,UOG3,MILANO,E,True,,047/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'56,
VIA APPENNINI,3 Aprile 2025,137970.0,UOG3,MILANO,G,True,,048/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'55,
VIA APPENNINI,3 Aprile 2025,121545.0,UOG3,MILANO,G,True,,049/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'37,
VIA FRANCESCO CILEA,3 Aprile 2025,154395.0,UOG3,MILANO,G,True,,050/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'160,
VIA EUGENIO CURIEL,3 Aprile 2025,82008.0,UOGO,CORSICO,F,True,,051/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'21,
VIA EUGENIO CURIEL,3 Aprile 2025,84456.0,UOGO,CORSICO,G,True,,052/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'25,
VIA EUGENIO CURIEL,3 Aprile 2025,123624.0,UOGO,CORSICO,F,True,,053/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'25,
VIA EUGENIO CURIEL,3 Aprile 2025,100368.0,UOGO,CORSICO,E,True,,054/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'39,
VIALE ITALIA,3 Aprile 2025,90576.0,UOGO,CORSICO,G,True,,055/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'42,
VIA ALEX VISCONTI,3 Aprile 2025,98550.0,UOG3,MILANO,G,True,,056/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'23,
VIA VAL DEVERO,3 Aprile 2025,136800.0,UOG2,MILANO,D,True,,057/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'19,
VIA MODENA,3 Aprile 2025,107920.0,UOGE,SESTO SAN GIOVANNI,G,False,,058/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'2,
VIA BRENNERO,3 Aprile 2025,75075.0,UOGO,LEGNANO,G,False,,059/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'6,
VIA GIUSEPPE ROVANI,3 Aprile 2025,109340.0,UOGE,SESTO SAN GIOVANNI,G,False,,060/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'317,
VIA BOLIVIA,3 Aprile 2025,106200.0,UOGE,PADERNO DUGNANO,G,False,,061/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'41,
VIA GUGLIELMO MARCONI,3 Aprile 2025,80194.0,UOGO,BINASCO,E,False,,062/25,PIENA PROP.,ALLOGGIO,3,20250320140526.html,'29,
VIA STRAUSS,3 Aprile 2025,102080.0,UOGO,PIEVE EMANUELE,E,True,,063/25,PIENA PROP.,ALLOGGIO,5,20250320140526.html,'8,
VIA JOHN FITZGERALD KENNEDY,3 Aprile 2025,44460.0,UOGE,CAMBIAGO,F,False,,064/25,PIENA PROP.,ALLOGGIO,2,20250320140526.html,'9,
VIA LONGARONE,3 Aprile 2025,146646.0,UOG3,MILANO,G,True,,065/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'21,
VIA GINIBISSA,3 Aprile 2025,111360.0,UOGO,ABBIATEGRASSO,G,False,,066/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'53,
VIA AURORA,3 Aprile 2025,120360.0,UOGE,PADERNO DUGNANO,F,False,,067/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'12,
VIA GIOVANNI XXIII,3 Aprile 2025,128520.0,UOGE,PERO,G,True,,068/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'2,
VIA CARLO MARX,3 Aprile 2025,254331.0,UOG2,MILANO,G,True,,069/25,PIENA PROP.,ALLOGGIO,4,20250320140526.html,'26,
VIA FELICITE' ROBERT LAMENNAIS,3 Aprile 2025,254331.0,UOG2,MILANO,NO,False,,069/25,PIENA PROP.,AUTOBOX,0,20250320140526.html,'9.A,
VIA CAMILLO GIUSSANI,3 Aprile 2025,280060.0,UOG1,MILANO,D,True,,070/25,PIENA PROP.,ALLOGGIO,5,20250320140526.html,'11,
VIA CAMILLO GIUSSANI,3 Aprile 2025,280060.0,UOG1,MILANO,NO,False,,070/25,PIENA PROP.,AUTOBOX,0,20250320140526.html,'11,
VIA GIOVANNI PASCOLI,14 Luglio 2022,103785.0,UOG4,MILANO,***,False,,275/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'2,66.0
VIA GIOVANNI PASCOLI,14 Luglio 2022,58183.0,UOG4,MILANO,***,False,A,276/22,PIENA PROP.,ALLOGGIO,1,20220703171612.html,'4,37.0
VIA GIOVANNI PASCOLI,14 Luglio 2022,59940.0,UOG4,MILANO,***,False,B,277/22,PIENA PROP.,ALLOGGIO,1,20220703171612.html,'4,36.0
VIA GIOVANNI PASCOLI,14 Luglio 2022,77053.0,UOG4,MILANO,***,False,C,278/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'4,49.0
VIA GIAN BATTISTA TIEPOLO,14 Luglio 2022,119510.0,UOG4,MILANO,***,True,,279/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'1,76.0
VIA LIPARI,14 Luglio 2022,150365.0,UOG2,MILANO,***,True,,280/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'6,58.0
VIA MAC MAHON,14 Luglio 2022,86620.0,UOG3,MILANO,***,False,,281/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'111,71.0
VIA FILIPPO ABBIATI,14 Luglio 2022,61268.0,UOG2,MILANO,***,False,,282/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'1,53.0
VIA DANIELE RICCIARELLI,14 Luglio 2022,40936.0,UOG2,MILANO,***,False,,283/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'12,43.0
PIAZZA CARDINALE PIETRO GASPARRI,14 Luglio 2022,72000.0,UOG3,MILANO,***,False,A,284/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'4,60.0
PIAZZA CARDINALE PIETRO GASPARRI,14 Luglio 2022,86400.0,UOG3,MILANO,***,False,B,285/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'4,72.0
VIALE UNGHERIA,14 Luglio 2022,98252.0,UOG4,MILANO,F,True,,286/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'46,77.0
VIA ORESTE SALOMONE,14 Luglio 2022,89320.0,UOG4,MILANO,***,True,A,287/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'91,70.0
VIA ORESTE SALOMONE,14 Luglio 2022,111012.0,UOG4,MILANO,***,True,B,288/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'91,87.0
VIA DEI SALICI,14 Luglio 2022,95700.0,UOG2,CESANO BOSCONE,G,True,,289/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'21,88.0
VIA UGO OJETTI,14 Luglio 2022,137340.0,UOG3,MILANO,***,True,,290/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'42,109.0
VIA UGO BETTI,14 Luglio 2022,107100.0,UOG3,MILANO,***,True,,291/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'52,85.0
VIA ARTURO GRAF,14 Luglio 2022,84672.0,UOG3,MILANO,***,True,,292/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'38,84.0
VIA FILIPPO DE PISIS,14 Luglio 2022,84672.0,UOG3,MILANO,***,True,,293/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'35,84.0
VIA FILIPPO DE PISIS,14 Luglio 2022,84672.0,UOG3,MILANO,***,True,,294/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'61,84.0
VIA FILIPPO DE PISIS,14 Luglio 2022,79632.0,UOG3,MILANO,***,True,,295/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'63,79.0
VIA APPENNINI,14 Luglio 2022,92374.0,UOG3,MILANO,***,True,,296/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'3,69.0
VIA FRANCESCO CILEA,14 Luglio 2022,88358.0,UOG3,MILANO,***,True,,297/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'32,66.0
VIA FRANCESCO CILEA,14 Luglio 2022,93713.0,UOG3,MILANO,***,True,,298/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'38,70.0
VIA FRANCESCO CILEA,14 Luglio 2022,109778.0,UOG3,MILANO,***,True,,299/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'94,82.0
VIA EUGENIO CURIEL,14 Luglio 2022,93456.0,UOGR,CORSICO,***,True,,300/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'11,88.0
VIA EUGENIO CURIEL,14 Luglio 2022,93456.0,UOGR,CORSICO,D,True,,301/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'38,88.0
VIA EUGENIO CURIEL,14 Luglio 2022,92394.0,UOGR,CORSICO,D,True,,302/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'28,87.0
VIA BENVENUTO CELLINI,14 Luglio 2022,96642.0,UOGR,CORSICO,E,True,,303/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'8,91.0
VIA VAL DEVERO,14 Luglio 2022,93670.0,UOG2,MILANO,***,True,,304/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'19,85.0
VIA GIUSEPPE ROVANI,14 Luglio 2022,102700.0,UOGS,SESTO SAN GIOVANNI,***,False,,305/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'317,79.0
VIA GIOVANNI PASCOLI,14 Luglio 2022,55062.0,UOGS,PREGNANA MILANESE,***,False,,306/22,PIENA PROP.,ALLOGGIO,3,20220703171612.html,'10,80.0
VIA CESARE BATTISTI,14 Luglio 2022,64125.0,UOGS,SETTIMO MILANESE,***,False,,307/22,PIENA PROP.,ALLOGGIO,2,20220703171612.html,'23,60.0
VIA ANTONIO GRAMSCI,14 Luglio 2022,99840.0,UOGS,RHO,***,True,,308/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'51,96.0
VIA BELTRAME CRISTIANI,14 Luglio 2022,169085.0,UOG3,MILANO,***,True,,309/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'3,122.0
VIA BELTRAME CRISTIANI,14 Luglio 2022,169085.0,UOG3,MILANO,NO,False,,309/22,PIENA PROP.,AUTOBOX,0,20220703171612.html,'3,14.0
VIA BELTRAME CRISTIANI,14 Luglio 2022,169085.0,UOG3,MILANO,***,True,,310/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'1,122.0
VIA BELTRAME CRISTIANI,14 Luglio 2022,169085.0,UOG3,MILANO,NO,False,,310/22,PIENA PROP.,AUTOBOX,0,20220703171612.html,'1,14.0
VIA ANTONIO LISSONI,14 Luglio 2022,167755.0,UOG3,MILANO,***,True,,311/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'7,121.0
VIA ANTONIO LISSONI,14 Luglio 2022,167755.0,UOG3,MILANO,NO,False,,311/22,PIENA PROP.,AUTOBOX,0,20220703171612.html,'7,15.0
VIALE GIOVANNI SUZZANI,14 Luglio 2022,136990.0,UOG3,MILANO,***,True,,312/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'300,103.0
VIA RAFFAELLO GIOLLI,14 Luglio 2022,142310.0,UOG3,MILANO,***,True,,313/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'11,107.0
VIA BENJAMIN CONSTANT,14 Luglio 2022,148428.0,UOG2,MILANO,***,True,,314/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'10,126.0
VIA CAMILLO GIUSSANI,14 Luglio 2022,131556.0,UOG1,MILANO,***,True,,315/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'28,99.0
VIA CAMILLO GIUSSANI,14 Luglio 2022,131556.0,UOG1,MILANO,NO,False,,315/22,PIENA PROP.,AUTOBOX,0,20220703171612.html,'28,13.0
VIA RICCARDO BALSAMO CRIVELLI,14 Luglio 2022,147972.0,UOG1,MILANO,***,True,,316/22,PIENA PROP.,ALLOGGIO,4,20220703171612.html,'14,118.0
VIA PATERNO',14 Luglio 2022,183654.0,UOG1,MILANO,***,True,,317/22,PIENA PROP.,ALLOGGIO,5,20220703171612.html,'7,141.0
VIA PATERNO',14 Luglio 2022,183654.0,UOG1,MILANO,NO,False,,317/22,PIENA PROP.,AUTOBOX,0,20220703171612.html,'7,15.0
VIA GIOVANNI PASCOLI,08 Marzo 2018,36176.0,UOG4,MILANO,G,False,,001/18,,ALLOGGIO,1,20180206172225.html,4,28.0
VIA G. DE PREDIS,08 Marzo 2018,58560.0,UOG3,MILANO,G,False,,002/18,,ALLOGGIO,2,20180206172225.html,7,61.0
VIA ILLIRICO,08 Marzo 2018,65846.0,UOG4,MILANO,G,False,,003/18,,ALLOGGIO,2,20180206172225.html,3,57.0
PIAZZA PIETRO GASPARRI,08 Marzo 2018,74592.0,UOG3,MILANO,G,False,,004/18,,ALLOGGIO,3,20180206172225.html,4,74.0
VIA COMASINA,08 Marzo 2018,93744.0,UOG3,MILANO,G,True,,005/18,,ALLOGGIO,3,20180206172225.html,57,93.0
VIA ROMUALDO BONFADINI,08 Marzo 2018,50160.0,UOG4,MILANO,G,True,,006/18,,ALLOGGIO,2,20180206172225.html,98,57.0
VIA ROMUALDO BONFADINI,08 Marzo 2018,54560.0,UOG4,MILANO,G,True,,007/18,,ALLOGGIO,2,20180206172225.html,94,62.0
VIA DEI SALICI,08 Marzo 2018,85888.0,UOG2,MILANO,G,True,,008/18,,ALLOGGIO,3,20180206172225.html,75,88.0
VIA DEI LARICI,08 Marzo 2018,99552.0,UOG2,MILANO,G,True,,009/18,,ALLOGGIO,4,20180206172225.html,25,102.0
VIA DEI LARICI,08 Marzo 2018,99552.0,UOG2,MILANO,G,True,,010/18,,ALLOGGIO,4,20180206172225.html,29,102.0
VIA DEI LARICI,08 Marzo 2018,98576.0,UOG2,MILANO,G,True,,011/18,,ALLOGGIO,4,20180206172225.html,33,101.0
VIA DEGLI IPPOCASTANI,08 Marzo 2018,87840.0,UOG2,MILANO,G,True,,012/18,,ALLOGGIO,3,20180206172225.html,4,90.0
VIA UGO BETTI,08 Marzo 2018,62424.0,UOG3,MILANO,E,True,,013/18,,ALLOGGIO,2,20180206172225.html,191,68.0
VIA UGO BETTI,08 Marzo 2018,79866.0,UOG3,MILANO,E,True,,014/18,,ALLOGGIO,3,20180206172225.html,15,87.0
VIA UGO BETTI,08 Marzo 2018,78030.0,UOG3,MILANO,G,True,,015/18,,ALLOGGIO,3,20180206172225.html,69,85.0
VIA LITTA MODIGNANI,08 Marzo 2018,92106.0,UOG3,MILANO,G,True,,016/18,,ALLOGGIO,3,20180206172225.html,113,86.0
VIA LITTA MODIGNANI,08 Marzo 2018,96390.0,UOG3,MILANO,G,True,,017/18,,ALLOGGIO,3,20180206172225.html,105,90.0
VIA LITTA MODIGNANI,08 Marzo 2018,98532.0,UOG3,MILANO,F,True,,018/18,,ALLOGGIO,3,20180206172225.html,107,92.0
VIA ARTURO GRAF,08 Marzo 2018,50077.0,UOG3,MILANO,G,True,,019/18,,ALLOGGIO,2,20180206172225.html,48,69.0
VIA AGOSTINO DE PRETIS,08 Marzo 2018,94288.0,UOG1,MILANO,D,True,,020/18,,ALLOGGIO,3,20180206172225.html,99,83.0
VIA AGOSTINO DE PRETIS,08 Marzo 2018,102240.0,UOG1,MILANO,D,True,,021/18,,ALLOGGIO,3,20180206172225.html,113,90.0
VIA AGOSTINO DE PRETIS,08 Marzo 2018,92182.0,UOG1,MILANO,D,True,,022/18,,ALLOGGIO,3,20180206172225.html,57,62.0
VIA AGOSTINO DE PRETIS,08 Marzo 2018,92182.0,UOG1,MILANO,NO,False,,022/18,,AUTOBOX,0,20180206172225.html,55,25.0
VIA DEGLI ANEMONI,08 Marzo 2018,129484.0,UOG2,MILANO,F,True,,023/18,,ALLOGGIO,4,20180206172225.html,5,117.0
VIA DELLE CAMELIE,08 Marzo 2018,79682.0,UOG2,MILANO,F,True,,024/18,,ALLOGGIO,3,20180206172225.html,6,72.0
VIA GIUSEPPE ROVANI,08 Marzo 2018,73780.0,UOGS,SESTO S. GIOVANNI,G,False,,025/18,,ALLOGGIO,3,20180206172225.html,309,62.0
VIA FRATELLI BANDIERA,08 Marzo 2018,64260.0,UOGS,SESTO S. GIOVANNI,G,False,,026/18,,ALLOGGIO,2,20180206172225.html,194,54.0
VIA FRATELLI BANDIERA,08 Marzo 2018,63070.0,UOGS,SESTO S. GIOVANNI,G,False,,027/18,,ALLOGGIO,2,20180206172225.html,200,53.0
VIALE TOMMASO EDISON,08 Marzo 2018,76024.0,UOGS,SESTO S. GIOVANNI,G,False,,028/18,,ALLOGGIO,3,20180206172225.html,446,86.0
VIA GIACOMO LEOPARDI,08 Marzo 2018,79315.0,UOGS,SESTO S. GIOVANNI,G,False,,029/18,,ALLOGGIO,3,20180206172225.html,109,81.0
VIA GIUSEPPE ROVANI,08 Marzo 2018,71400.0,UOGS,SESTO S. GIOVANNI,G,False,,030/18,,ALLOGGIO,2,20180206172225.html,317,60.0
VIA GIUSEPPE BOLOGNA,08 Marzo 2018,78387.0,UOGS,BRESSO,F,True,,031/18,,ALLOGGIO,3,20180206172225.html,28,87.0
VIA BOLLA,08 Marzo 2018,66478.0,UOG3,MILANO,G,True,,032/18,,ALLOGGIO,3,20180206172225.html,16,79.0
VIA BOLOGNA,08 Marzo 2018,52254.0,UOGR,CANEGRATE,G,True,,033/18,,ALLOGGIO,4,20180206172225.html,15,97.0
VIA VAL LAGARINA,08 Marzo 2018,75152.0,UOG3,MILANO,G,False,,034/18,,ALLOGGIO,2,20180206172225.html,95,77.0
VIA VAL LAGARINA,08 Marzo 2018,106384.0,UOG3,MILANO,G,True,,035/18,,ALLOGGIO,4,20180206172225.html,69,109.0
VIA VAL LAGARINA,08 Marzo 2018,90768.0,UOG3,MILANO,G,True,,036/18,,ALLOGGIO,3,20180206172225.html,37,93.0
VIA GIOVANNI PASCOLI,17 dicembre 2020,152440.0,UOG4,MILANO,F,True,,165/20,PIENA PROP.,ALLOGGIO,4,20201128101647.html,'2,103.0
VIA DALMAZIO BIRAGO,17 dicembre 2020,64588.0,UOG4,MILANO,G,False,,166/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'4,49.0
VIA ILLIRICO,17 dicembre 2020,78736.0,UOG4,MILANO,G,False,,167/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'1,56.0
VIA COMASINA,17 dicembre 2020,62906.0,UOG3,MILANO,G,False,,168/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'57,55.0
VIA TEANO,17 dicembre 2020,98363.0,UOG3,MILANO,G,False,,169/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'21,86.0
VIA TEANO,17 dicembre 2020,81206.0,UOG3,MILANO,G,True,,170/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'36,71.0
VIALE UNGHERIA,17 dicembre 2020,58696.0,UOG4,MILANO,G,True,,171/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'21.2,58.0
VIA LUIGI CHIARELLI,17 dicembre 2020,66000.0,UOG3,MILANO,G,True,,172/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'2,60.0
VIA CONCILIO VATICANO II,17 dicembre 2020,70560.0,UOG3,MILANO,G,True,A,173/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'4,72.0
VIA CONCILIO VATICANO II,17 dicembre 2020,66640.0,UOG3,MILANO,F,True,B,174/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'4,68.0
VIA APPENNINI,17 dicembre 2020,78100.0,UOG3,MILANO,G,True,,175/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'23,71.0
VIA APPENNINI,17 dicembre 2020,92400.0,UOG3,MILANO,G,True,,176/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'9,84.0
VIA FRANCESCO CILEA,17 dicembre 2020,75900.0,UOG3,MILANO,G,True,,177/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'82,69.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,76073.0,UOG1,MILANO,G,True,,178/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'103,63.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,74865.0,UOG1,MILANO,G,True,,179/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'105,62.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,101430.0,UOG1,MILANO,G,True,,180/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'61,84.0
VIA ENRICO DE NICOLA,17 dicembre 2020,105053.0,UOG1,MILANO,G,True,,181/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'10,87.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,101430.0,UOG1,MILANO,G,True,,182/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'73,84.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,106260.0,UOG1,MILANO,G,True,,183/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'79,88.0
VIA AGOSTINO DE PRETIS,17 dicembre 2020,102638.0,UOG1,MILANO,G,True,,184/20,PIENA PROP.,ALLOGGIO,3,20201128101647.html,'89,85.0
VIA DELLE GENZIANE,17 dicembre 2020,77648.0,UOG2,MILANO,G,True,A,185/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'3,68.0
VIA DELLE GENZIANE,17 dicembre 2020,74222.0,UOG2,MILANO,G,True,B,186/20,PIENA PROP.,ALLOGGIO,2,20201128101647.html,'3,65.0
VIA DEI TIGLI,17 dicembre 2020,134540.0,UOGS,GORGONZOLA,F,True,,187/20,PIENA PROP.,ALLOGGIO,4,20201128101647.html,'12,115.0
VIA JAN SIBELIUS,17 dicembre 2020,192888.0,UOG3,MILANO,G,True,,188/20,PIENA PROP.,ALLOGGIO,5,20201128101647.html,28,141.0
VIA RICCARDO BALSAMO CRIVELLI,17 dicembre 2020,138125.0,UOG1,MILANO,G,True,,189/20,PIENA PROP.,ALLOGGIO,4,20201128101647.html,'22,99.0
VIA RICCARDO BALSAMO CRIVELLI,17 dicembre 2020,138125.0,UOG1,MILANO,NO,False,,189/20,PIENA PROP.,AUTOBOX,0,20201128101647.html,'22,13.0
VIA GIOVANNI PASCOLI,25 Luglio 2019,87912.0,UOG4,MILANO,G,True,,228/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'2,66.0
VIA GIOVANNI AMBROGIO DE PREDIS,25 Luglio 2019,70080.0,UOG3,MILANO,G,False,,229/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'7,73.0
VIA GIULIO BELINZAGHI,25 Luglio 2019,59126.0,UOG3,MILANO,G,False,,230/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'6,47.0
PIAZZALE SELINUNTE,25 Luglio 2019,59568.0,UOG2,MILANO,G,True,,231/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'11,73.0
VIA DALMAZIO BIRAGO,25 Luglio 2019,62146.0,UOG4,MILANO,G,False,A,232/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'4,52.0
VIA DALMAZIO BIRAGO,25 Luglio 2019,74799.0,UOG4,MILANO,G,False,B,233/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'4,56.0
VIA LORENTEGGIO,25 Luglio 2019,80028.0,UOG2,MILANO,G,False,,234/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'203,81.0
PIAZZA CARDINALE PIETRO GASPARRI,25 Luglio 2019,69632.0,UOG3,MILANO,G,True,,235/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'4,64.0
VIA GIACOMO QUARENGHI,25 Luglio 2019,60480.0,UOG3,MILANO,G,True,,236/19,PIENA PROP.,ALLOGGIO,2,20190717151004.html,'34,70.0
VIA DEI SALICI,25 Luglio 2019,87774.0,UOG2,MILANO,G,True,,237/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'79,87.0
VIA DEI SALICI,25 Luglio 2019,87774.0,UOG2,CESANO BOSCONE,G,True,,238/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'25,87.0
VIA COSTANTINO BARONI,25 Luglio 2019,73908.0,UOG1,MILANO,G,True,,239/19,PIENA PROP.,ALLOGGIO,4,20190717151004.html,'238,100.0
VIA COSTANTINO BARONI,25 Luglio 2019,73226.0,UOG1,MILANO,G,True,,240/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'79,82.0
VIA FIORDALISI,25 Luglio 2019,94263.0,UOGR,ROZZANO,G,True,,241/19,PIENA PROP.,ALLOGGIO,4,20190717151004.html,'1,101.0
VIA FIORDALISI,25 Luglio 2019,79330.0,UOGR,ROZZANO,G,True,,242/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'3,85.0
VIA ALESSANDRO LITTA MODIGNANI,25 Luglio 2019,109888.0,UOG3,MILANO,F,True,,243/19,PIENA PROP.,ALLOGGIO,4,20190717151004.html,'93,101.0
VIA ALESSANDRO LITTA MODIGNANI,25 Luglio 2019,97920.0,UOG3,MILANO,G,True,,244/19,PIENA PROP.,ALLOGGIO,3,20190717151004.html,'111,90.0
