address,auction_date,base_price,branch,city,energy_class,has_elevator,internal_id,lot_id,ownership_title,property_type,rooms,source_file,street_number,surface_sqm
VIALE LAZIO,5 Dicembre 2019,90107.0,UOGR,ROZZANO,G,True,,382/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'23,106.0
VIALE LAZIO,5 Dicembre 2019,90107.0,UOGR,ROZZANO,NO,False,,382/19,PIENA PROP.,AUTOBOX,0,20191119234529.html,'23,13.0
VIALE LAZIO,5 Dicembre 2019,101677.0,UOGR,ROZZANO,F,True,,383/19,PIENA PROP.,ALLOGGIO,4,20191119234529.html,'26,120.0
VIALE LAZIO,5 Dicembre 2019,101677.0,UOGR,ROZZANO,NO,False,,383/19,PIENA PROP.,AUTOBOX,0,20191119234529.html,'26,16.0
VIALE LAZIO,5 Dicembre 2019,86471.0,UOGR,ROZZANO,F,True,,384/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'88,102.0
VIALE LAZIO,5 Dicembre 2019,86471.0,UOGR,ROZZANO,NO,False,,384/19,PIENA PROP.,AUTOBOX,0,20191119234529.html,'86,13.0
VIA VAL DEVERO,5 Dicembre 2019,79800.0,UOG2,MILANO,G,True,,385/19,PIENA PROP.,ALLOGGIO,4,20191119234529.html,'19,105.0
VIALE TOMMASO EDISON,5 Dicembre 2019,53248.0,UOGS,SESTO SAN GIOVANNI,F,False,,386/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'446,64.0
VIA MODENA,5 Dicembre 2019,82880.0,UOGS,SESTO SAN GIOVANNI,G,False,,387/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'2,74.0
VIA PADRE REGINALDO GIULIANI,5 Dicembre 2019,40320.0,UOGR,LEGNANO,G,False,,388/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'40,70.0
VIA LEONARDO DA VINCI,5 Dicembre 2019,41057.0,UOGS,CASSANO D'ADDA,G,False,,389/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'23,66.0
VIA GIUSEPPE ROVANI,5 Dicembre 2019,66080.0,UOGS,SESTO SAN GIOVANNI,G,False,,390/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'317,59.0
VIA PAPA GIOVANNI XXIII,5 Dicembre 2019,71232.0,UOGS,BRESSO,G,False,,391/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'101,84.0
VIA GABRIO CASATI,5 Dicembre 2019,44150.0,UOGR,LEGNANO,G,True,,392/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'5,73.0
VIA ARMANDO SPADINI,5 Dicembre 2019,46022.0,UOG3,MILANO,G,False,,393/19,PIENA PROP.,ALLOGGIO,2,20191119234529.html,'15,47.0
VIA LEONARDO DA VINCI,5 Dicembre 2019,50458.0,UOGS,CASSANO D'ADDA,G,False,,394/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'37,73.0
VIA ALDO MORO,5 Dicembre 2019,83520.0,UOGS,RHO,F,True,,395/19,DIR. DI SUP.,ALLOGGIO,4,20191119234529.html,'11,100.0
VILLAGGIO INA CASA,5 Dicembre 2019,84273.0,UOGS,CESATE,G,False,,396/19,PIENA PROP.,ALLOGGIO,4,20191119234529.html,'54.8,135.0
VIA VAL LAGARINA,5 Dicembre 2019,117300.0,UOG3,MILANO,E,True,,397/19,PIENA PROP.,ALLOGGIO,4,20191119234529.html,'69,107.0
VIA SAVONA,5 Dicembre 2019,82280.0,UOGS,SESTO SAN GIOVANNI,G,False,,398/19,PIENA PROP.,ALLOGGIO,3,20191119234529.html,'16,88.0
VIALE ARGONNE,25 Maggio 2017,74936.0,2,MILANO,G,False,,095/17,,,2,20170429171203.html,35,58.0
VIA ILLIRICO,25 Maggio 2017,72352.0,2,MILANO,G,False,A,096/17,,,2,20170429171203.html,1,56.0
VIA ILLIRICO,25 Maggio 2017,46512.0,2,MILANO,G,False,B,097/17,,,1,20170429171203.html,1,36.0
VIA ILLIRICO,25 Maggio 2017,87856.0,2,MILANO,G,False,C,098/17,,,3,20170429171203.html,1,68.0
VIA ILLIRICO,25 Maggio 2017,71060.0,2,MILANO,G,False,,099/17,,,2,20170429171203.html,3,55.0
VIA MEDEGHINO,25 Maggio 2017,96188.0,4,MILANO,G,False,,100/17,,,3,20170429171203.html,24,75.0
VIA ORBETELLO,25 Maggio 2017,60480.0,2,MILANO,G,False,A,101/17,,,2,20170429171203.html,4,63.0
VIA ORBETELLO,25 Maggio 2017,81600.0,2,MILANO,G,False,B,102/17,,,3,20170429171203.html,4,85.0
VIA NARNI,25 Maggio 2017,79680.0,2,MILANO,G,False,,103/17,,,3,20170429171203.html,1,83.0
VIA BRA',25 Maggio 2017,59520.0,2,MILANO,G,False,A,104/17,,,2,20170429171203.html,1,62.0
VIA BRA',25 Maggio 2017,59520.0,2,MILANO,G,False,B,105/17,,,2,20170429171203.html,1,62.0
VIA BRA',25 Maggio 2017,77760.0,2,MILANO,G,False,C,106/17,,,3,20170429171203.html,1,81.0
VIA BRIVIO,25 Maggio 2017,71400.0,3,MILANO,E,False,,107/17,,,2,20170429171203.html,6,70.0
VIALE UNGHERIA,25 Maggio 2017,70125.0,1,MILANO,G,True,,108/17,,,3,20170429171203.html,21.4,75.0
VIALE UNGHERIA,25 Maggio 2017,84150.0,2,MILANO,G,True,,109/17,,,3,20170429171203.html,2,90.0
VIALE UNGHERIA,25 Maggio 2017,104720.0,2,MILANO,G,True,,110/17,,,4,20170429171203.html,4,112.0
VIA ROMUALDO BONFADINI,25 Maggio 2017,59840.0,1,MILANO,G,True,,111/17,,,2,20170429171203.html,94,64.0
VIA LUIGI SORDELLO,25 Maggio 2017,70125.0,1,MILANO,G,True,,112/17,,,3,20170429171203.html,10,75.0
VIA DELLE BETULLE,25 Maggio 2017,89712.0,6,MILANO,G,True,,113/17,,,3,20170429171203.html,1,89.0
VIA MICHELE SAPONARO,25 Maggio 2017,74552.0,4,MILANO,E,True,,114/17,,,2,20170429171203.html,24,78.0
VIA MICHELE SAPONARO,25 Maggio 2017,74552.0,4,MILANO,NO,False,,114/17,,,0,20170429171203.html,24/26,15.0
VIA BIANCOSPINI,25 Maggio 2017,81346.0,FR,ROZZANO,G,True,,115/17,,,2,20170429171203.html,14,69.0
VIA BIANCOSPINI,25 Maggio 2017,81346.0,FR,ROZZANO,NO,False,,115/17,,,0,20170429171203.html,20,12.0
VIA ALESSANDRO LITTA MODIGNANI,25 Maggio 2017,72179.0,3,MILANO,F,True,,116/17,,,2,20170429171203.html,117,67.0
VIA FILIPPO DE PISIS,25 Maggio 2017,52751.0,3,MILANO,G,True,,117/17,,,2,20170429171203.html,33,67.0
VIA FILIPPO DE PISIS,25 Maggio 2017,65654.0,3,MILANO,G,True,,118/17,,,3,20170429171203.html,43,79.0
VIA FILIPPO DE PISIS,25 Maggio 2017,54967.0,3,MILANO,G,True,,119/17,,,2,20170429171203.html,53,65.0
VIA ENRICO FALCK,25 Maggio 2017,81872.0,3,MILANO,G,True,,120/17,,,3,20170429171203.html,7,86.0
VIA FRANCESCO CILEA,25 Maggio 2017,80920.0,3,MILANO,G,True,,121/17,,,3,20170429171203.html,42,85.0
VIA APPENNINI,25 Maggio 2017,66640.0,3,MILANO,G,True,,122/17,,,2,20170429171203.html,63,70.0
VIA APPENNINI,25 Maggio 2017,86632.0,3,MILANO,G,True,,123/17,,,3,20170429171203.html,43,91.0
VIA APPENNINI,25 Maggio 2017,85680.0,3,MILANO,G,True,,124/17,,,3,20170429171203.html,35,90.0
VIA BENVENUTO CELLINI,25 Maggio 2017,80430.0,FR,CORSICO,F,True,,125/17,,,4,20170429171203.html,26,107.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,129823.0,4,MILANO,D,True,,126/17,,,4,20170429171203.html,3,105.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,108602.0,4,MILANO,D,True,,127/17,,,3,20170429171203.html,5,88.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,151322.0,4,MILANO,D,True,,128/17,,,4,20170429171203.html,119,102.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,151322.0,4,MILANO,NO,False,,128/17,,,0,20170429171203.html,119,25.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,128852.0,4,MILANO,D,True,,129/17,,,3,20170429171203.html,53,85.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,128852.0,4,MILANO,NO,False,,129/17,,,0,20170429171203.html,53,25.0
VIA ENRICO DE NICOLA,25 Maggio 2017,108602.0,4,MILANO,E,True,,130/17,,,3,20170429171203.html,4,86.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,107354.0,4,MILANO,D,True,,131/17,,,3,20170429171203.html,73,84.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,107354.0,4,MILANO,D,True,,132/17,,,3,20170429171203.html,77,84.0
VIA AGOSTINO DE PRETIS,25 Maggio 2017,107354.0,4,MILANO,D,True,,133/17,,,3,20170429171203.html,87,85.0
VIALE TOMMASO EDISON,25 Maggio 2017,53248.0,FS,SESTO SAN GIOVANNI,G,False,A,134/17,,,2,20170429171203.html,446,64.0
VIALE TOMMASO EDISON,25 Maggio 2017,52416.0,FS,SESTO SAN GIOVANNI,G,False,B,135/17,,,2,20170429171203.html,446,63.0
VIALE TOMMASO EDISON,25 Maggio 2017,52416.0,FS,SESTO SAN GIOVANNI,G,False,C,136/17,,,2,20170429171203.html,446,63.0
VIALE TOMMASO EDISON,25 Maggio 2017,53248.0,FS,SESTO SAN GIOVANNI,G,False,D,137/17,,,2,20170429171203.html,446,64.0
VIA ANTONIO GRAMSCI,25 Maggio 2017,69833.0,FH,RHO,G,True,A,138/17,,,4,20170429171203.html,51,106.0
VIA ANTONIO GRAMSCI,25 Maggio 2017,111082.0,FH,RHO,E,True,B,139/17,,,4,20170429171203.html,51,112.0
VIALE GIOVANNI SUZZANI,25 Maggio 2017,122624.0,3,MILANO,G,True,,140/17,,,4,20170429171203.html,300,101.0
VIA CARLO MARX,25 Maggio 2017,110854.0,6,MILANO,G,True,,141/17,,,4,20170429171203.html,28,104.0
VIALE EUROPA,25 Maggio 2017,112590.0,FS,BUSSERO,F,True,A,142/17,,,5,20170429171203.html,13.B,139.0
VIALE EUROPA,25 Maggio 2017,83430.0,FS,BUSSERO,F,True,B,143/17,,,4,20170429171203.html,13.B,103.0
VIA URUGUAY,25 Maggio 2017,83328.0,3,MILANO,G,True,,144/17,,,3,20170429171203.html,9,93.0
VIA URUGUAY,25 Maggio 2017,83776.0,3,MILANO,G,True,,145/17,,,3,20170429171203.html,32,88.0
VIA GIUSEPPE RIPAMONTI,23 Novembre 2023,209250.0,UOG1,MILANO,F,True,,087/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'36,93.0
VIA GIOVANNI PASCOLI,23 Novembre 2023,146520.0,UOG4,MILANO,F,False,,088/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'2,74.0
VIA GIOVANNI PASCOLI,23 Novembre 2023,83160.0,UOG4,MILANO,G,False,,089/23,PIENA PROP.,ALLOGGIO,1,20231018103038.html,'4,42.0
VIA MAC MAHON,23 Novembre 2023,89760.0,UOG3,MILANO,G,False,,090/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'111,66.0
VIA BRAMANTINO,23 Novembre 2023,84320.0,UOG3,MILANO,F,False,,091/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'9,62.0
VIA JACOPINO DA TRADATE,23 Novembre 2023,97920.0,UOG3,MILANO,F,False,,092/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'14,72.0
VIA DALMAZIO BIRAGO,23 Novembre 2023,97708.0,UOG4,MILANO,D,False,,093/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'2,55.0
VIA DALMAZIO BIRAGO,23 Novembre 2023,87049.0,UOG4,MILANO,G,False,,094/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'4,49.0
VIA ILLIRICO,23 Novembre 2023,90602.0,UOG4,MILANO,E,False,,095/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'3,51.0
VIA MAC MAHON,23 Novembre 2023,83200.0,UOG3,MILANO,G,False,,096/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'117,65.0
VIA JACOPINO DA TRADATE,23 Novembre 2023,115600.0,UOG3,MILANO,F,False,,097/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'13,85.0
VIA ORBETELLO,23 Novembre 2023,92480.0,UOG4,MILANO,G,False,,098/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'4,64.0
VIA BRA',23 Novembre 2023,70720.0,UOG4,MILANO,F,False,,099/23,PIENA PROP.,ALLOGGIO,1,20231018103038.html,'1,52.0
VIA TEANO,23 Novembre 2023,116580.0,UOG3,MILANO,G,False,,100/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'21,87.0
VIA VAL SABBIA,23 Novembre 2023,87100.0,UOG3,MILANO,G,False,,101/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'6,65.0
VIA COMASINA,23 Novembre 2023,121940.0,UOG3,MILANO,F,True,,102/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'57,91.0
VIA CONSOLE MARCELLO,23 Novembre 2023,83200.0,UOG3,MILANO,E,False,,103/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'38,65.0
VIA ORESTE SALOMONE,23 Novembre 2023,144387.0,UOG4,MILANO,G,True,,104/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'91,87.0
VIALE UNGHERIA,23 Novembre 2023,121153.0,UOG4,MILANO,F,True,,105/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'2,73.0
VIA ROMUALDO BONFADINI,23 Novembre 2023,122812.0,UOG4,MILANO,E,True,,106/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'98,74.0
VIA GIACOMO QUARENGHI,23 Novembre 2023,95200.0,UOG3,MILANO,F,True,,107/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'32,70.0
VIA CONCILIO VATICANO II,23 Novembre 2023,73840.0,UOG3,MILANO,E,True,,108/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'4,71.0
VIA DEGLI ONTANI,23 Novembre 2023,109725.0,UOG2,MILANO,G,True,,109/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'34,66.0
VIA DEI SALICI,23 Novembre 2023,142975.0,UOG2,MILANO,G,True,,110/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'37,86.0
VIA DEGLI IPPOCASTANI,23 Novembre 2023,171238.0,UOG2,MILANO,G,True,,111/23,PIENA PROP.,ALLOGGIO,4,20231018103038.html,'12,103.0
VIA COSTANTINO BARONI,23 Novembre 2023,154114.0,UOG1,MILANO,G,True,,112/23,PIENA PROP.,ALLOGGIO,4,20231018103038.html,'65,103.0
VIA UGO BETTI,23 Novembre 2023,99280.0,UOG3,MILANO,F,True,,113/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'101,73.0
VIA ALESSANDRO LITTA MODIGNANI,23 Novembre 2023,109880.0,UOG3,MILANO,F,True,,114/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'103,82.0
VIA ARTURO GRAF,23 Novembre 2023,65520.0,UOG3,MILANO,G,True,,115/23,PIENA PROP.,ALLOGGIO,2,20231018103038.html,'20,70.0
VIA APPENNINI,23 Novembre 2023,65280.0,UOG3,MILANO,G,True,,116/23,PIENA PROP.,ALLOGGIO,1,20231018103038.html,'31/A,51.0
VIA ENRICO FALCK,23 Novembre 2023,115600.0,UOG3,MILANO,G,True,,117/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'19,85.0
VIA ENRICO FALCK,23 Novembre 2023,116960.0,UOG3,MILANO,G,True,,118/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'11,86.0
VIA BENVENUTO CELLINI,23 Novembre 2023,111173.0,UOGR,CORSICO,F,True,,119/23,PIENA PROP.,ALLOGGIO,4,20231018103038.html,'22,108.0
VIA GIUSEPPE ROVANI,23 Novembre 2023,68340.0,UOGS,SESTO SAN GIOVANNI,G,False,,120/23,PIENA PROP.,ALLOGGIO,1,20231018103038.html,'291,51.0
VIA FRATELLI BANDIERA,23 Novembre 2023,95140.0,UOGS,SESTO SAN GIOVANNI,G,False,,121/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'200,71.0
VIA FRATELLI BANDIERA,23 Novembre 2023,95140.0,UOGS,SESTO SAN GIOVANNI,G,False,,122/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'202,71.0
VIA DELLA MARTINELLA,23 Novembre 2023,63960.0,UOG2,MILANO,F,True,,123/23,PIENA PROP.,ALLOGGIO,1,20231018103038.html,'3,39.0
VIA GIUSEPPE MAZZINI,23 Novembre 2023,94743.0,UOGS,NERVIANO,F,False,,124/23,PIENA PROP.,ALLOGGIO,3,20231018103038.html,'21,99.0
VIA ILLIRICO,14 Dicembre 2017,90440.0,UOG4,MILANO,G,False,,280/17,,ALLOGGIO,3,20171208224247.html,1,70.0
VIA MAC MAHON,14 Dicembre 2017,61200.0,UOG3,MILANO,G,False,,281/17,,ALLOGGIO,2,20171208224247.html,117,60.0
VIA MEDEGHINO,14 Dicembre 2017,111605.0,UOG1,MILANO,G,False,,282/17,,ALLOGGIO,4,20171208224247.html,24,101.0
VIA ORBETELLO,14 Dicembre 2017,71820.0,UOG4,MILANO,G,False,,283/17,,ALLOGGIO,2,20171208224247.html,8,63.0
VIA COMASINA,14 Dicembre 2017,69564.0,UOG3,MILANO,G,False,,284/17,,ALLOGGIO,2,20171208224247.html,57,66.0
VIA ORESTE SALOMONE,14 Dicembre 2017,83215.0,UOG4,MILANO,F,True,,285/17,,ALLOGGIO,3,20171208224247.html,91,89.0
VIALE UNGHERIA,14 Dicembre 2017,63580.0,UOG4,MILANO,F,True,,286/17,,ALLOGGIO,2,20171208224247.html,4,68.0
VIA GIACOMO QUARENGHI,14 Dicembre 2017,80410.0,UOG3,MILANO,G,True,,287/17,,ALLOGGIO,3,20171208224247.html,34,86.0
VIA DEL CARDELLINO,14 Dicembre 2017,100531.0,UOG2,MILANO,G,True,,288/17,,ALLOGGIO,3,20171208224247.html,55,88.0
VIA DEGLI ONTANI,14 Dicembre 2017,92106.0,UOG2,MILANO,G,True,,289/17,,ALLOGGIO,3,20171208224247.html,40,86.0
VIA DEGLI ABETI,14 Dicembre 2017,67536.0,UOG2,MILANO,G,True,A,290/17,,ALLOGGIO,2,20171208224247.html,4,67.0
VIA DEGLI ABETI,14 Dicembre 2017,67536.0,UOG2,MILANO,G,True,B,291/17,,ALLOGGIO,2,20171208224247.html,4,67.0
VIA DEI SALICI,14 Dicembre 2017,105336.0,UOG2,MILANO,G,True,,292/17,,ALLOGGIO,3,20171208224247.html,10,88.0
VIA COSTANTINO BARONI,14 Dicembre 2017,67473.0,UOG1,MILANO,F,True,,293/17,,ALLOGGIO,3,20171208224247.html,69,81.0
VIA UGO BETTI,14 Dicembre 2017,61710.0,UOG3,MILANO,E,True,,294/17,,ALLOGGIO,2,20171208224247.html,167,66.0
VIA ALESSANDRO LITTA MODIGNANI,14 Dicembre 2017,87296.0,UOG3,MILANO,G,True,,295/17,,ALLOGGIO,3,20171208224247.html,113,88.0
VIA ALESSANDRO LITTA MODIGNANI,14 Dicembre 2017,86304.0,UOG3,MILANO,G,True,,296/17,,ALLOGGIO,3,20171208224247.html,105,87.0
VIA ARTURO GRAF,14 Dicembre 2017,55642.0,UOG3,MILANO,G,True,,297/17,,ALLOGGIO,2,20171208224247.html,48,69.0
VIA ARTURO GRAF,14 Dicembre 2017,67687.0,UOG3,MILANO,G,True,,298/17,,ALLOGGIO,3,20171208224247.html,50,79.0
VIA FILIPPO DE PISIS,14 Dicembre 2017,66931.0,UOG3,MILANO,G,True,,299/17,,ALLOGGIO,3,20171208224247.html,21,83.0
VIA APPENNINI,14 Dicembre 2017,61710.0,UOG3,MILANO,G,True,,300/17,,ALLOGGIO,2,20171208224247.html,1,66.0
VIA AGOSTINO DE PRETIS,14 Dicembre 2017,79520.0,UOG1,MILANO,D,True,,301/17,,ALLOGGIO,2,20171208224247.html,93,70.0
VIA AGOSTINO DE PRETIS,14 Dicembre 2017,70432.0,UOG1,MILANO,D,True,,302/17,,ALLOGGIO,2,20171208224247.html,101,62.0
VIALE TOMMASO EDISON,14 Dicembre 2017,53248.0,UOGS,SESTO SAN GIOVANNI,G,False,,303/17,,ALLOGGIO,2,20171208224247.html,446,64.0
VIA ARMANDO SPADINI,14 Dicembre 2017,49600.0,UOG3,MILANO,G,False,,304/17,,ALLOGGIO,2,20171208224247.html,15,50.0
VIA LUIGI CHIARELLI,14 Dicembre 2017,74800.0,UOG3,MILANO,G,False,,305/17,,ALLOGGIO,3,20171208224247.html,20,80.0
VIA BOLLA,14 Dicembre 2017,78870.0,UOG3,MILANO,G,True,,306/17,,ALLOGGIO,3,20171208224247.html,22,77.0
VIA BOLLA,14 Dicembre 2017,78870.0,UOG3,MILANO,NO,False,,306/17,,POSTO AUTO,0,20171208224247.html,14,11.0
VIA BOLLA,14 Dicembre 2017,73865.0,UOG3,MILANO,G,True,,307/17,,ALLOGGIO,3,20171208224247.html,16,79.0
VIA ADOLFO OMODEO,14 Dicembre 2017,69190.0,UOG3,MILANO,G,True,,308/17,,ALLOGGIO,2,20171208224247.html,25,74.0
VIA PALMANOVA,14 Dicembre 2017,81920.0,UOG4,MILANO,E,True,,309/17,,ALLOGGIO,2,20171208224247.html,53,80.0
VIA CLAUDIO TREVES,14 Dicembre 2017,54720.0,UOGR,TREZZANO SUL NAVIGLIO,F,True,A,310/17,,ALLOGGIO,3,20171208224247.html,38,90.0
VIA CLAUDIO TREVES,14 Dicembre 2017,54720.0,UOGR,TREZZANO SUL NAVIGLIO,E,True,B,311/17,,ALLOGGIO,3,20171208224247.html,38,90.0
VIA LUIGI CHIARELLI,14 Dicembre 2017,80410.0,UOG3,MILANO,G,True,A,312/17,,ALLOGGIO,3,20171208224247.html,8,86.0
VIA LUIGI CHIARELLI,14 Dicembre 2017,79475.0,UOG3,MILANO,G,True,B,313/17,,ALLOGGIO,3,20171208224247.html,8,85.0
VIA BELTRAME CRISTIANI,14 Dicembre 2017,174875.0,UOG3,MILANO,F,True,,314/17,,ALLOGGIO,5,20171208224247.html,13,141.0
VIA BELTRAME CRISTIANI,14 Dicembre 2017,174875.0,UOG3,MILANO,NO,False,,314/17,,AUTOBOX,0,20171208224247.html,13,13.0
VIA RAFFAELLO GIOLLI,14 Dicembre 2017,167443.0,UOG3,MILANO,F,True,,315/17,,ALLOGGIO,5,20171208224247.html,23,144.0
VIA CAMILLO GIUSSANI,14 Dicembre 2017,117210.0,UOG1,MILANO,G,True,,316/17,,ALLOGGIO,4,20171208224247.html,23,119.0
VIA ALBERTO PEPERE,14 Dicembre 2017,124259.0,UOG1,MILANO,G,True,,317/17,,ALLOGGIO,4,20171208224247.html,3,116.0
VIA ALBERTO PEPERE,14 Dicembre 2017,124259.0,UOG1,MILANO,NO,False,,317/17,,AUTOBOX,0,20171208224247.html,3,13.0
VIA BOLOGNA,14 Dicembre 2017,58060.0,UOGR,CANEGRATE,G,True,,318/17,,ALLOGGIO,4,20171208224247.html,15,97.0
VIA VAL LAGARINA,14 Dicembre 2017,80640.0,UOG3,MILANO,G,False,,319/17,,ALLOGGIO,3,20171208224247.html,77,84.0
VIA JACOPINO DA TRADATE,31 Gennaio 2017,63936.0,3,MILANO,G,False,,377/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,8,74.0
PIAZZA MONTE FALTERONA,31 Gennaio 2017,66764.0,6,MILANO,G,False,,378/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,13,53.0
VIA MAC MAHON,31 Gennaio 2017,50371.0,3,MILANO,G,False,,379/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,119,53.0
VIA MEDEGHINO,31 Gennaio 2017,106875.0,4,MILANO,G,False,,380/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,24,75.0
VIA ORBETELLO,31 Gennaio 2017,68324.0,2,MILANO,G,False,,381/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,2,62.0
VIA ORBETELLO,31 Gennaio 2017,89262.0,2,MILANO,G,False,,382/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,8,81.0
VIA TEANO,31 Gennaio 2017,108927.0,3,MILANO,G,True,,383/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,21,91.0
VIA CONSOLE MARCELLO,31 Gennaio 2017,70680.0,3,MILANO,G,False,,384/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,38,62.0
VIALE UNGHERIA,31 Gennaio 2017,72230.0,1,MILANO,G,True,,385/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,2,64.0
VIA LUIGI SORDELLO,31 Gennaio 2017,81282.0,1,MILANO,G,True,,386/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,10,73.0
VIA DEL CARDELLINO,31 Gennaio 2017,115311.0,5,MILANO,G,True,,387/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,55,94.0
VIA DEI SALICI,31 Gennaio 2017,75392.0,6,MILANO,G,True,,388/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,65,64.0
VIA DEGLI IPPOCASTANI,31 Gennaio 2017,77748.0,6,MILANO,G,True,,389/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,8,66.0
VIA DEI LARICI,31 Gennaio 2017,75392.0,6,MILANO,G,True,,390/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,8,64.0
VIA DEI SALICI,31 Gennaio 2017,101308.0,6,MILANO,G,True,,391/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,6,86.0
VIA COSTANTINO BARONI,31 Gennaio 2017,63204.0,4,MILANO,G,True,,392/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,79,81.0
VIA COSTANTINO BARONI,31 Gennaio 2017,46267.0,4,MILANO,G,True,,393/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,63,63.0
VIA MICHELE SAPONARO,31 Gennaio 2017,82836.0,4,MILANO,E,True,,394/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,24,78.0
VIA MICHELE SAPONARO,31 Gennaio 2017,82836.0,4,MILANO,,,,394/16,PIENA PROP.,AUTOBOX,0,20161223233307.html,24/26,15.0
VIA BIANCOSPINI,31 Gennaio 2017,90384.0,FR,ROZZANO,G,True,,395/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,14,69.0
VIA BIANCOSPINI,31 Gennaio 2017,90384.0,FR,ROZZANO,,,,395/16,PIENA PROP.,AUTOBOX,0,20161223233307.html,20,12.0
VIA ALESSANDRO LITTA MODIGNANI,31 Gennaio 2017,80199.0,3,MILANO,F,True,,396/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,117,67.0
VIA ALESSANDRO LITTA MODIGNANI,31 Gennaio 2017,76734.0,3,MILANO,G,True,,397/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,109,87.0
VIA FILIPPO DE PISIS,31 Gennaio 2017,72949.0,3,MILANO,G,True,,398/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,43,79.0
VIA FRANCESCO CILEA,31 Gennaio 2017,74100.0,3,MILANO,G,True,,399/16,PIENA PROP.,ALLOGGIO,2,20161223233307.html,72,65.0
VIA APPENNINI,31 Gennaio 2017,95760.0,3,MILANO,G,True,,400/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,69,85.0
VIA ENRICO DE NICOLA,31 Gennaio 2017,120669.0,4,MILANO,D,True,,401/16,PIENA PROP.,ALLOGGIO,3,20161223233307.html,20,86.0
