address,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,winner
MILANO VIA AGOSTINO DE PRETIS '87,AGGIUDICATA,75072.0,00751176,101580.0,288/19,esito-26settembre19.pdf,W.W.
MILANO VIA AGOSTINO DE PRETIS '23,AGGIUDICATA,93840.0,00751245,105000.0,289/19,esito-26settembre19.pdf,A.M.M.G.
MILANO VIA AGOSTINO DE PRETIS '35,ASTA DESERTA,96048.0,00751342,0.0,290/19,esito-26settembre19.pdf,
MILANO VIA AGOSTINO DE PRETIS '37,AGGIUDICATA,93840.0,00751347,142970.0,291/19,esito-26settembre19.pdf,G.J.A.A.S.
MILANO VIA AGOSTINO DE PRETIS '43,AGGIUDICATA,96048.0,00751401,130899.0,292/19,esito-26settembre19.pdf,H.J.
00985004 ROZZANO VIALE LAZIO '15,AGGIUDICATA,111948.0,00980004,120100.0,293/19,esito-26settembre19.pdf,M.P.
00985060 ROZZANO VIALE LAZIO '23,ASTA DESERTA,100119.0,00980060,0.0,294/19,esito-26settembre19.pdf,
00985127 ROZZANO VIALE LAZIO '26,ASTA DESERTA,112974.0,00980127,0.0,295/19,esito-26settembre19.pdf,
00985297 ROZZANO VIALE LAZIO '50 A,AGGIUDICATA,111948.0,00980295,115000.0,296/19,esito-26settembre19.pdf,M.S.A.H.B.
00985307 ROZZANO VIALE LAZIO '50 B,AGGIUDICATA,111948.0,00980307,128000.0,297/19,esito-26settembre19.pdf,H.A.F.M.
00985489 ROZZANO VIALE LAZIO '88,ASTA DESERTA,96079.0,00980501,0.0,298/19,esito-26settembre19.pdf,
SESTO SAN GIOVANNI VIA CATANIA '50,AGGIUDICATA,69120.0,03170038,95420.0,299/19,esito-26settembre19.pdf,R.R.S.N.
RHO VIA ALDO MORO '11,ASTA DESERTA,92800.0,16640035,0.0,300/19,esito-26settembre19.pdf,
TREZZANO SUL NAVIG VIA GIUSEPPE DI VITTORIO '12/D,AGGIUDICATA,64528.0,16670035,110200.0,301/19,esito-26settembre19.pdf,W.L.
MILANO VIA GIOVANNI PASCOLI '4 32,AGGIUDICATA,74880.0,00160116,171250.0,106/25,esito-9settembre2025.pdf,A.E.N.C.
MILANO VIA BRAMANTINO '3 75,AGGIUDICATA,143438.0,00230165,190000.0,107/25,esito-9settembre2025.pdf,G.F.G.
MILANO VIALE TIBALDI '66 57,AGGIUDICATA,172368.0,00250101,256000.0,108/25,esito-9settembre2025.pdf,S.A.
MILANO VIA GASPARE ASELLI '18 47,AGGIUDICATA,104481.0,00280445,241128.0,109/25,esito-9settembre2025.pdf,D.P.G.R.
MILANO VIA LORENTEGGIO '205 69,AGGIUDICATA,110400.0,00433937,191120.0,110/25,esito-9settembre2025.pdf,M.A.M.I.
MILANO VIA CESARE AJRAGHI '3 75,AGGIUDICATA,143438.0,00450242,178000.0,111/25,esito-9settembre2025.pdf,W.F.
MILANO VIA DEI SALICI '10 86,AGGIUDICATA,135418.0,00652238,165480.0,112/25,esito-9settembre2025.pdf,G.M.E.B.
00668575 MILANO VIA MICHELE SAPONARO '38 122,AGGIUDICATA,167195.0,00667454,180200.0,113/25,esito-9settembre2025.pdf,H.L.
MILANO VIA APPENNINI '39 68,AGGIUDICATA,124355.0,00721941,188715.5,114/25,esito-9settembre2025.pdf,G.A.A.S.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '297 59,AGGIUDICATA,83780.0,02020099,125990.0,115/25,esito-9settembre2025.pdf,S.V.E.L.
LEGNANO VIA BRENNERO '6 91,AGGIUDICATA,71321.0,02070175,75150.0,116/25,esito-9settembre2025.pdf,M.E.
BINASCO VIA GUGLIELMO MARCONI '29 103,AGGIUDICATA,86231.0,03250083,88500.0,117/25,esito-9settembre2025.pdf,B.F.F.F.
MILANO VIA CASCINA CORBA '98 86,AGGIUDICATA,168560.0,09070148,241722.0,118/25,esito-9settembre2025.pdf,K.I.
MILANO VIA NEGROLI '23 135,AGGIUDICATA,252720.0,09130301,372750.0,119/25,esito-9settembre2025.pdf,S.A.G.-.P.S.-.Z.B.-.D.M.D.
70672706 MILANO VIA FELICITE' ROBERT LAMENNAIS '7 94,AGGIUDICATA,185469.0,70670706,200899.0,121/25,esito-9settembre2025.pdf,Z.X.
71025708 MILANO VIA RICCARDO BALSAMO CRIVELLI '18 136,AGGIUDICATA,289712.0,71020608,410600.0,122/25,esito-9settembre2025.pdf,A.Y.
71035375 MILANO VIA LUCCA '8 136,AGGIUDICATA,295220.0,71030061,345678.9,124/25,esito-9settembre2025.pdf,Z.M.
MILANO VIA FELICE ORSINI '70 88,AGGIUDICATA,115500.0,91660314,150100.0,125/25,esito-9settembre2025.pdf,Y.H.
MILANO VIA OSTENO '2 67,AGGIUDICATA,132552.0,92440054,134001.0,126/25,esito-9settembre2025.pdf,X.X.
CORSICO VIA BRUNO BUOZZI '4 100,AGGIUDICATA,140000.0,95320040,191190.0,127/25,esito-9settembre2025.pdf,A.A.S.A.
MILANO VIA BRAMANTINO '3,AGGIUDICATA,83250.0,00230169,170700.0,164/21,esito-23settembre2021.pdf,R.C.-.V.
MILANO VIA GIOSUE' BORSI '18,AGGIUDICATA,162106.0,00300910,307100.0,165/21,esito-23settembre2021.pdf,P.F.L.-.P.M.C.-.G.M.
MILANO VIA CANALETTO '10,AGGIUDICATA,104571.0,00310079,301670.0,166/21,esito-23settembre2021.pdf,B.A.
MILANO VIA FILIPPO ABBIATI '1,AGGIUDICATA,50278.0,00340696,133380.0,167/21,esito-23settembre2021.pdf,A.M.
MILANO VIA FILIPPO ABBIATI '2,AGGIUDICATA,30167.0,00340854,91100.0,168/21,esito-23settembre2021.pdf,P.C.
MILANO VIA DANIELE RICCIARELLI '12,AGGIUDICATA,48731.0,00342837,157990.0,169/21,esito-23settembre2021.pdf,Y.F.
MILANO VIA ANGELO INGANNI '64,AGGIUDICATA,51000.0,00433367,132100.0,170/21,esito-23settembre2021.pdf,L.W.
MILANO VIALE OMERO '17,AGGIUDICATA,89060.0,00470354,133960.0,171/21,esito-23settembre2021.pdf,J.Z.
MILANO VIA CONSOLE MARCELLO '38,AGGIUDICATA,73125.0,00540146,95700.0,172/21,esito-23settembre2021.pdf,L.D.
MILANO VIA DEGLI IPPOCASTANI '6,AGGIUDICATA,92438.0,00652317,146000.0,173/21,esito-23settembre2021.pdf,E.M.R.A.
MILANO VIA ENRICO DE NICOLA '32,AGGIUDICATA,72765.0,00750111,116360.0,174/21,esito-23settembre2021.pdf,K.M.N.M.K.
MILANO VIA AGOSTINO DE PRETIS '1,AGGIUDICATA,102795.0,00750214,157000.0,175/21,esito-23settembre2021.pdf,S.F.N.H.
MILANO VIA AGOSTINO DE PRETIS '99,AGGIUDICATA,98175.0,00750370,161000.0,176/21,esito-23settembre2021.pdf,N.K.B.S.
00758071 MILANO VIA AGOSTINO DE PRETIS '51,AGGIUDICATA,113175.0,00750613,158100.0,177/21,esito-23settembre2021.pdf,S.M.M.A.
LEGNANO VIA PADRE REGINALDO GIULIANI '42,ASTA DESERTA,50400.0,02070037,0.0,178/21,esito-23settembre2021.pdf,
CASSANO D'ADDA VIA LEONARDO DA VINCI '37,ASTA DESERTA,57155.0,05450196,0.0,179/21,esito-23settembre2021.pdf,
PIEVE EMANUELE VIA STRAUSS '8,AGGIUDICATA,91575.0,09030120,102000.0,180/21,esito-23settembre2021.pdf,F.E.A.L.
MILANO VIA LONGARONE '16,AGGIUDICATA,138113.0,70030110,162000.0,181/21,esito-23settembre2021.pdf,M.M.N.N.
MILANO VIA LONGARONE '41,AGGIUDICATA,127238.0,70030438,143300.0,182/21,esito-23settembre2021.pdf,S.M.S.L.
MILANO VIA LUIGI CHIARELLI '12 A,AGGIUDICATA,104500.0,70100072,231900.0,183/21,esito-23settembre2021.pdf,H.Y.Y.
MILANO VIA LUIGI CHIARELLI '12 B,AGGIUDICATA,138600.0,70100077,276000.0,184/21,esito-23settembre2021.pdf,J.X.
MILANO VIA CAMILLO GIUSSANI '29,AGGIUDICATA,156750.0,71020265,192889.0,185/21,esito-23settembre2021.pdf,S.T.
71025310 MILANO VIA CAMILLO GIUSSANI '20,AGGIUDICATA,182970.0,71020310,218100.0,186/21,esito-23settembre2021.pdf,T.L.A.
71191061 LOCATE DI TRIULZI VIALE PALMIRO TOGLIATTI '17.Q,ASTA DESERTA,111651.0,71190140,0.0,187/21,esito-23settembre2021.pdf,
CERRO MAGGIORE VIA FELICE GAIO '14,AGGIUDICATA,43344.0,94640112,45100.0,188/21,esito-23settembre2021.pdf,H.H.
CORBETTA VIA TRENTO '23,ASTA DESERTA,74620.0,99600026,0.0,189/21,esito-23settembre2021.pdf,
MILANO VIA GIUSEPPE RIPAMONTI '36,AGGIUDICATA,96768.0,00010033,131250.0,314/15,esito-04novembre15.pdf,D.D.-.P.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 A,AGGIUDICATA,81312.0,00230353,0.0,315/15,esito-04novembre15.pdf,N.O.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 B,AGGIUDICATA,69696.0,00230364,71888.0,316/15,esito-04novembre15.pdf,J.M.
MILANO VIA GIOVANNI AMBROGIO DE PREDIS '7 C,AGGIUDICATA,72864.0,00230394,72866.0,317/15,esito-04novembre15.pdf,R.D.
MILANO VIA FILIPPO ABBIATI '1,AGGIUDICATA,54835.0,00340762,62100.0,318/15,esito-04novembre15.pdf,M.I.
MILANO VIA DALMAZIO BIRAGO '2,AGGIUDICATA,69282.0,00410104,76333.0,319/15,esito-04novembre15.pdf,F.D.
MILANO VIA DALMAZIO BIRAGO '4 A,AGGIUDICATA,41177.0,00410146,0.0,320/15,esito-04novembre15.pdf,N.O.
MILANO VIA DALMAZIO BIRAGO '4 B,AGGIUDICATA,54902.0,00410188,74320.0,321/15,esito-04novembre15.pdf,L.G.
MILANO VIA DALMAZIO BIRAGO '4 C,AGGIUDICATA,60622.0,00410232,81150.0,322/15,esito-04novembre15.pdf,G.R.
MILANO VIA ILLIRICO '1,AGGIUDICATA,45752.0,00410424,65750.0,323/15,esito-04novembre15.pdf,M.S.
MILANO VIALE OMERO '17 A,AGGIUDICATA,46305.0,00470350,52000.0,324/15,esito-04novembre15.pdf,T.Y.
MILANO VIALE OMERO '17 B,AGGIUDICATA,68040.0,00470408,73600.0,325/15,esito-04novembre15.pdf,H.H.-.G.S.
MILANO VIA ORBETELLO '4 A,AGGIUDICATA,54288.0,00500189,61291.0,326/15,esito-04novembre15.pdf,C.C.
MILANO VIA ORBETELLO '4 B,ASTA DESERTA,68486.0,00500212,0.0,327/15,esito-04novembre15.pdf,
MILANO VIA ORBETELLO '4 C,ASTA DESERTA,51782.0,00500279,0.0,328/15,esito-04novembre15.pdf,
MILANO VIA SANTUARIO DEL SACRO CUORE '3,ASTA DESERTA,47628.0,00510711,0.0,329/15,esito-04novembre15.pdf,
MILANO VIA CONSOLE MARCELLO '36,AGGIUDICATA,57024.0,00540013,57213.0,330/15,esito-04novembre15.pdf,S.L.
MILANO VIALE UNGHERIA '19,AGGIUDICATA,62496.0,00550624,66660.0,331/15,esito-04novembre15.pdf,M.A.
MILANO VIA DEGLI ONTANI '38,ASTA DESERTA,66330.0,00650118,0.0,332/15,esito-04novembre15.pdf,
MILANO VIA DEI SALICI '17,ASTA DESERTA,54405.0,00650906,0.0,333/15,esito-04novembre15.pdf,
MILANO VIA DEI SALICI '29,AGGIUDICATA,55242.0,00650989,58110.0,334/15,esito-04novembre15.pdf,G.L.
MILANO VIA DEGLI IPPOCASTANI '16,ASTA DESERTA,85140.0,00651135,0.0,335/15,esito-04novembre15.pdf,
MILANO VIA DEI SALICI '6,AGGIUDICATA,70308.0,00652068,70310.0,336/15,esito-04novembre15.pdf,R.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '101,AGGIUDICATA,92610.0,00690302,95000.0,337/15,esito-04novembre15.pdf,S.G.M.
MILANO VIA FILIPPO DE PISIS '25,AGGIUDICATA,51176.0,00700713,51570.0,338/15,esito-04novembre15.pdf,C.G.
MILANO VIA FRANCESCO CILEA '96,AGGIUDICATA,83640.0,00721246,121000.0,339/15,esito-04novembre15.pdf,T.J.
MILANO VIA FRANCESCO CILEA '92,AGGIUDICATA,84660.0,00721274,111610.0,340/15,esito-04novembre15.pdf,D.L.V.
MILANO VIA FRANCESCO CILEA '60,AGGIUDICATA,85680.0,00721516,120717.0,341/15,esito-04novembre15.pdf,P.F.
MILANO VIA AGOSTINO DE PRETIS '97,ASTA DESERTA,96360.0,00750358,0.0,342/15,esito-04novembre15.pdf,
MILANO VIA AGOSTINO DE PRETIS '99,ASTA DESERTA,89790.0,00750377,0.0,343/15,esito-04novembre15.pdf,
MILANO VIA AGOSTINO DE PRETIS '63,ASTA DESERTA,72270.0,00750711,0.0,344/15,esito-04novembre15.pdf,
00985345 ROZZANO VIALE LAZIO '56,ASTA DESERTA,96238.0,00980345,0.0,345/15,esito-04novembre15.pdf,
SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,ASTA DESERTA,66640.0,02020270,0.0,346/15,esito-04novembre15.pdf,
SESTO SAN GIOVANNI VIALE TOMMASO EDISON '458,ASTA DESERTA,64800.0,02040442,0.0,347/15,esito-04novembre15.pdf,
SESTO SAN GIOVANNI VIA MODENA '2,ASTA DESERTA,63784.0,02050097,0.0,348/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '42 A,ASTA DESERTA,32710.0,02070015,0.0,349/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '42 B,ASTA DESERTA,32155.0,02070068,0.0,350/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 A,ASTA DESERTA,44352.0,02070081,0.0,351/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 B,ASTA DESERTA,49280.0,02070086,0.0,352/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 C,ASTA DESERTA,34160.0,02070090,0.0,353/15,esito-04novembre15.pdf,
LEGNANO VIA PADRE REGINALDO GIULIANI '40 D,ASTA DESERTA,49280.0,02070091,0.0,354/15,esito-04novembre15.pdf,
PADERNO DUGNANO VIA BOLIVIA '41,ASTA DESERTA,44340.0,03080014,0.0,355/15,esito-04novembre15.pdf,
COLOGNO MONZESE VIALE LIGURIA '52,ASTA DESERTA,66528.0,03180028,0.0,356/15,esito-04novembre15.pdf,
04996003 CESATE VIA PIAVE '40,ASTA DESERTA,61463.0,04990011,0.0,357/15,esito-04novembre15.pdf,
MILANO VIA DELLE GENZIANE '5,AGGIUDICATA,142443.0,09010250,193100.0,358/15,esito-04novembre15.pdf,C.F.-.C.M.
MILANO VIA CALATAFIMI '15,AGGIUDICATA,207366.0,09050112,352560.0,359/15,esito-04novembre15.pdf,F.E.
LAINATE VIA ANTONIO LABRIOLA '9,ASTA DESERTA,59994.0,17140006,0.0,360/15,esito-04novembre15.pdf,
GORGONZOLA VIA DEI TIGLI '12,ASTA DESERTA,108900.0,70180021,0.0,361/15,esito-04novembre15.pdf,
MELZO VIA BOLOGNA '35,AGGIUDICATA,97527.0,70210010,112000.0,362/15,esito-04novembre15.pdf,D.F.
70672304 MILANO VIA CARLO MARX '3,AGGIUDICATA,140262.0,70670213,147110.0,363/15,esito-04novembre15.pdf,P.R.
71025932 MILANO VIA PATERNO' '7,ASTA DESERTA,151581.0,71020732,0.0,364/15,esito-04novembre15.pdf,
71035314 MILANO VIA LUCCA '6,AGGIUDICATA,123576.0,71030038,126650.0,365/15,esito-04novembre15.pdf,C.F.
71035017 MILANO VIA VITERBO '47,AGGIUDICATA,117544.0,71030630,120510.2,366/15,esito-04novembre15.pdf,J.M.
71210120 INZAGO VIA VESCOVO GARIBALDO '1 A,ASTA DESERTA,82120.0,71210005,0.0,367/15,esito-04novembre15.pdf,
71210112 INZAGO VIA VESCOVO GARIBALDO '1 B,ASTA DESERTA,82120.0,71210008,0.0,368/15,esito-04novembre15.pdf,
71210118 INZAGO VIA VESCOVO GARIBALDO '1 C,ASTA DESERTA,67720.0,71210018,0.0,369/15,esito-04novembre15.pdf,
SAN DONATO MILANE VIA FELICE MARITANO '12.B,ASTA DESERTA,131802.0,71220053,0.0,370/15,esito-04novembre15.pdf,
SAN DONATO MILANE VIA FELICE MARITANO '12.A,AGGIUDICATA,112836.0,71220061,121100.0,371/15,esito-04novembre15.pdf,I.M.C.
PIOLTELLO VIA GALILEO GALILEI '47,ASTA DESERTA,89880.0,71460024,0.0,372/15,esito-04novembre15.pdf,
PIOLTELLO VIA GALILEO GALILEI '49,ASTA DESERTA,105840.0,71460132,0.0,373/15,esito-04novembre15.pdf,
BUSTO GAROLFO VIA MONTE SANTO '2,ASTA DESERTA,39168.0,93450010,0.0,374/15,esito-04novembre15.pdf,
MILANO VIA MAC MAHON '89 A,AGGIUDICATA,53222.0,00020131,55700.0,144/15,esito-27maggio15.pdf,C.D.
MILANO VIA MAC MAHON '89 B,ASTA DESERTA,93139.0,00020148,0.0,145/15,esito-27maggio15.pdf,
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,104576.0,00160038,154000.0,146/15,esito-27maggio15.pdf,P.F.
MILANO VIA BRAMANTINO '3,ASTA DESERTA,80784.0,00230196,0.0,147/15,esito-27maggio15.pdf,
MILANO VIA JACOPINO DA TRADATE '14,ASTA DESERTA,67478.0,00230657,0.0,148/15,esito-27maggio15.pdf,
MILANO VIALE ARGONNE '35,AGGIUDICATA,64053.0,00310442,151510.0,149/15,esito-27maggio15.pdf,G.M.
MILANO VIA FILIPPO ABBIATI '5,ASTA DESERTA,55374.0,00341234,0.0,150/15,esito-27maggio15.pdf,
MILANO VIA DALMAZIO BIRAGO '2,AGGIUDICATA,55589.0,00410057,71300.0,151/15,esito-27maggio15.pdf,A.M.
MILANO VIA ILLIRICO '3 A,AGGIUDICATA,54559.0,00410526,62000.0,152/15,esito-27maggio15.pdf,R.F.
MILANO VIA ILLIRICO '3 B,AGGIUDICATA,63824.0,00410608,84775.0,153/15,esito-27maggio15.pdf,L.T.D.A.
MILANO VIA MAC MAHON '119,AGGIUDICATA,50371.0,00440188,52150.0,154/15,esito-27maggio15.pdf,C.E.
MILANO VIA G. A. DE PREDIS '11,AGGIUDICATA,77933.0,00450116,89000.0,155/15,esito-27maggio15.pdf,B.E.
MILANO VIA ORBETELLO '2,AGGIUDICATA,51782.0,00500125,54943.37,156/15,esito-27maggio15.pdf,M.G.
MILANO VIA COMASINA '57 A,AGGIUDICATA,50274.0,00510055,0.0,157/15,esito-27maggio15.pdf,N.O.
MILANO VIA COMASINA '57 B,ASTA DESERTA,46746.0,00510094,0.0,158/15,esito-27maggio15.pdf,
MILANO VIA SANTUARIO DEL SACRO CUORE '3,AGGIUDICATA,41278.0,00510614,45313.0,159/15,esito-27maggio15.pdf,F.S.
MILANO VIALE UNGHERIA '21.2 A,AGGIUDICATA,68820.0,00550057,72500.0,160/15,esito-27maggio15.pdf,M.S.
MILANO VIALE UNGHERIA '21.2 B,AGGIUDICATA,68820.0,00550091,75210.0,161/15,esito-27maggio15.pdf,C.R.A.
MILANO VIALE UNGHERIA '19,AGGIUDICATA,68820.0,00550660,83000.0,162/15,esito-27maggio15.pdf,D.F.
MILANO VIA ORESTE SALOMONE '91,AGGIUDICATA,65100.0,00551106,65500.0,163/15,esito-27maggio15.pdf,C.A.
MILANO VIALE UNGHERIA '2,ASTA DESERTA,70680.0,00551377,0.0,164/15,esito-27maggio15.pdf,
MILANO VIA LUIGI SORDELLO '10,AGGIUDICATA,69750.0,00552039,84750.0,165/15,esito-27maggio15.pdf,A.R.
MILANO VIA CONCILIO VATICANO II '3,AGGIUDICATA,75276.0,00620001,80286.0,166/15,esito-27maggio15.pdf,R.C.
MILANO VIA CONCILIO VATICANO II '10 A,ASTA DESERTA,66096.0,00620766,0.0,167/15,esito-27maggio15.pdf,
MILANO VIA CONCILIO VATICANO II '10 B,ASTA DESERTA,57008.0,00620770,0.0,168/15,esito-27maggio15.pdf,
MILANO VIA DEGLI ONTANI '12,AGGIUDICATA,53568.0,00650314,54500.0,169/15,esito-27maggio15.pdf,M.F.G.
MILANO VIA DEGLI ONTANI '16 A,AGGIUDICATA,53568.0,00650347,54080.0,170/15,esito-27maggio15.pdf,M.M.
MILANO VIA DEGLI ONTANI '16 B,AGGIUDICATA,55242.0,00650351,55250.0,171/15,esito-27maggio15.pdf,S.F.
MILANO VIA DEI SALICI '59,ASTA DESERTA,80910.0,00650503,0.0,172/15,esito-27maggio15.pdf,
MILANO VIA DEI LARICI '21,AGGIUDICATA,53568.0,00651811,56150.0,173/15,esito-27maggio15.pdf,B.S.
MILANO VIA COSTANTINO BARONI '75,ASTA DESERTA,79968.0,00663815,0.0,174/15,esito-27maggio15.pdf,
MILANO VIA UGO OJETTI '38,AGGIUDICATA,79680.0,00680130,136960.0,175/15,esito-27maggio15.pdf,A.S.
MILANO VIA ARTURO GRAF '18,AGGIUDICATA,52751.0,00700057,53700.51,176/15,esito-27maggio15.pdf,C.T.
MILANO VIA FILIPPO DE PISIS '27,ASTA DESERTA,52751.0,00700805,0.0,177/15,esito-27maggio15.pdf,
MILANO VIA ENRICO FALCK '11,AGGIUDICATA,65280.0,00720398,86000.0,178/15,esito-27maggio15.pdf,V.A.-.P.N.
MILANO VIA FRANCESCO CILEA '122,AGGIUDICATA,89280.0,00722433,115550.0,179/15,esito-27maggio15.pdf,S.A.-.P.D.
CORSICO VIALE ITALIA '34,ASTA DESERTA,64109.0,00741287,0.0,180/15,esito-27maggio15.pdf,
CORSICO VIA MARZABOTTO '20,ASTA DESERTA,64109.0,00741880,0.0,181/15,esito-27maggio15.pdf,
CORSICO VIA BENVENUTO CELLINI '12,ASTA DESERTA,69451.0,00742062,0.0,182/15,esito-27maggio15.pdf,
00985055 ROZZANO VIALE LAZIO '21,ASTA DESERTA,90134.0,00980055,0.0,183/15,esito-27maggio15.pdf,
00985408 ROZZANO VIALE LAZIO '76,ASTA DESERTA,118047.0,00980411,0.0,184/15,esito-27maggio15.pdf,
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '311,ASTA DESERTA,49392.0,02020181,0.0,185/15,esito-27maggio15.pdf,
SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '200,ASTA DESERTA,72576.0,02020300,0.0,186/15,esito-27maggio15.pdf,
SESTO SAN GIOVANNI VIA MODENA '2,AGGIUDICATA,73206.0,02050061,0.0,187/15,esito-27maggio15.pdf,A.A.
LEGNANO VIA PADRE REGINALDO GIULIANI '40,ASTA DESERTA,38254.0,02070078,0.0,188/15,esito-27maggio15.pdf,
LEGNANO VIA BRENNERO '6 A,ASTA DESERTA,39362.0,02070138,0.0,189/15,esito-27maggio15.pdf,
LEGNANO VIA BRENNERO '6 B,ASTA DESERTA,32710.0,02070153,0.0,190/15,esito-27maggio15.pdf,
LEGNANO VIA BRENNERO '6 C,ASTA DESERTA,44352.0,02070154,0.0,191/15,esito-27maggio15.pdf,
LEGNANO VIA BRENNERO '6 D,ASTA DESERTA,42134.0,02070184,0.0,192/15,esito-27maggio15.pdf,
MAGENTA VIA SAN GIROLAMO EMILIANI '16,ASTA DESERTA,50425.0,03210014,0.0,193/15,esito-27maggio15.pdf,
05496014 MILANO VIA BOLLA '16,AGGIUDICATA,66573.0,05490068,75100.0,194/15,esito-27maggio15.pdf,P.M.
GORGONZOLA VIA DEI TIGLI '12 A,ASTA DESERTA,86940.0,70180023,0.0,195/15,esito-27maggio15.pdf,
GORGONZOLA VIA DEI TIGLI '12 B,ASTA DESERTA,74088.0,70180038,0.0,196/15,esito-27maggio15.pdf,
RHO VIA ANTONIO GRAMSCI '51,ASTA DESERTA,85190.0,70370007,0.0,197/15,esito-27maggio15.pdf,
PADERNO DUGNANO VIA AURORA '12 A,ASTA DESERTA,53428.0,70410010,0.0,198/15,esito-27maggio15.pdf,
PADERNO DUGNANO VIA AURORA '12 B,AGGIUDICATA,61139.0,70410110,62500.0,199/15,esito-27maggio15.pdf,Q.A.
70672432 MILANO VIA CARLO MARX '8,AGGIUDICATA,116352.0,70670344,140101.2,200/15,esito-27maggio15.pdf,C.F.
GARBAGNATE MIL. VIA TICINO '8,ASTA DESERTA,67105.0,70840009,0.0,201/15,esito-27maggio15.pdf,
71025302 MILANO VIA CAMILLO GIUSSANI '20 A,ASTA DESERTA,142823.0,71020302,0.0,202/15,esito-27maggio15.pdf,
71025319 MILANO VIA CAMILLO GIUSSANI '20 B,AGGIUDICATA,142823.0,71020308,0.0,203/15,esito-27maggio15.pdf,N.O.
71025418 MILANO VIA CAMILLO GIUSSANI '32,AGGIUDICATA,145819.0,71020418,166250.0,204/15,esito-27maggio15.pdf,S.Y.
71025733 MILANO VIA RICCARDO BALSAMO CRIVELLI '16,AGGIUDICATA,145049.0,71020633,147660.0,205/15,esito-27maggio15.pdf,G.V.N.
71025688 MILANO VIA PATERNO' '15,AGGIUDICATA,119001.0,71020888,123120.0,206/15,esito-27maggio15.pdf,P.R.
71285055 CANEGRATE VIA BOLOGNA '15,ASTA DESERTA,57538.0,71280106,0.0,207/15,esito-27maggio15.pdf,
PIOLTELLO VIA GALILEO GALILEI '49,ASTA DESERTA,58968.0,71460076,0.0,208/15,esito-27maggio15.pdf,
MILANO VIA VAL LAGARINA '34,ASTA DESERTA,68539.0,96120401,0.0,209/15,esito-27maggio15.pdf,
SESTO SAN GIOVANNI VIA SAVONA '80,AGGIUDICATA,71253.0,99690088,80000.0,210/15,esito-27maggio15.pdf,L.L.-.F.F.
MILANO VIA DANIELE RICCIARELLI '16,AGGIUDICATA,55706.0,00343009,75289.88,199/18,esito-27settembre18.pdf,G.G.G.
MILANO VIA DALMAZIO BIRAGO '4,AGGIUDICATA,40504.0,00410161,82601.0,200/18,esito-27settembre18.pdf,R.A.A.
MILANO VIA MAC MAHON '119,AGGIUDICATA,55080.0,00440196,89600.0,201/18,esito-27settembre18.pdf,L.J.
MILANO VIA CHIARI '1,AGGIUDICATA,70380.0,00460053,110880.0,202/18,esito-27settembre18.pdf,W.Q.
MILANO VIALE OMERO '17,AGGIUDICATA,51610.0,00470383,76100.0,203/18,esito-27settembre18.pdf,N.G.S.N.
MILANO VIA BRA' '1,AGGIUDICATA,62220.0,00500440,77520.0,204/18,esito-27settembre18.pdf,W.N.W.F.
MILANO VIA VAL SABBIA '6,AGGIUDICATA,63189.0,00510457,80000.0,205/18,esito-27settembre18.pdf,A.B.G.F.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4,AGGIUDICATA,91035.0,00510917,102000.0,206/18,esito-27settembre18.pdf,T.A.S.S.
MILANO VIALE UNGHERIA '19,AGGIUDICATA,71995.0,00550534,108855.0,207/18,esito-27settembre18.pdf,M.M.M.H.
MILANO VIA ROMUALDO BONFADINI '94,AGGIUDICATA,69190.0,00553338,109200.0,208/18,esito-27settembre18.pdf,A.I.
MILANO VIA GIACOMO QUARENGHI '32 A,AGGIUDICATA,78030.0,00571912,151800.0,209/18,esito-27settembre18.pdf,L.Q.
MILANO VIA GIACOMO QUARENGHI '32 B,AGGIUDICATA,68742.0,00571965,121211.0,210/18,esito-27settembre18.pdf,V.M.
MILANO VIA CONCILIO VATICANO II '4,ASTA DESERTA,70992.0,00620294,0.0,211/18,esito-27settembre18.pdf,
MILANO VIA DEGLI ONTANI '16,AGGIUDICATA,64416.0,00650353,80360.0,212/18,esito-27settembre18.pdf,N.M.-.M.S.N.
MILANO VIA DEI SALICI '73,ASTA DESERTA,85888.0,00650708,0.0,213/18,esito-27settembre18.pdf,
CESANO BOSCONE VIA DEI SALICI '15,ASTA DESERTA,90219.0,00650888,0.0,214/18,esito-27settembre18.pdf,
